,variation
922,"tf.Tensor(16.271786, shape=(), dtype=float32)"
923,"tf.Tensor(14.666198, shape=(), dtype=float32)"
924,"tf.Tensor(18.005772, shape=(), dtype=float32)"
925,"tf.Tensor(16.251776, shape=(), dtype=float32)"
926,"tf.Tensor(16.647703, shape=(), dtype=float32)"
927,"tf.Tensor(14.912608, shape=(), dtype=float32)"
928,"tf.Tensor(18.601603, shape=(), dtype=float32)"
929,"tf.Tensor(15.334392, shape=(), dtype=float32)"
930,"tf.Tensor(16.980003, shape=(), dtype=float32)"
931,"tf.Tensor(15.673283, shape=(), dtype=float32)"
932,
933,"tf.Tensor(16.625744, shape=(), dtype=float32)"
934,"tf.Tensor(16.564482, shape=(), dtype=float32)"
935,"tf.Tensor(14.742046, shape=(), dtype=float32)"
936,"tf.Tensor(14.252568, shape=(), dtype=float32)"
937,"tf.Tensor(16.482235, shape=(), dtype=float32)"
938,"tf.Tensor(16.327633, shape=(), dtype=float32)"
939,"tf.Tensor(15.453543, shape=(), dtype=float32)"
940,"tf.Tensor(16.05477, shape=(), dtype=float32)"
941,"tf.Tensor(16.160463, shape=(), dtype=float32)"
942,"tf.Tensor(17.277407, shape=(), dtype=float32)"
943,"tf.Tensor(16.63252, shape=(), dtype=float32)"
944,"tf.Tensor(14.708109, shape=(), dtype=float32)"
945,"tf.Tensor(16.223362, shape=(), dtype=float32)"
946,"tf.Tensor(16.54683, shape=(), dtype=float32)"
947,"tf.Tensor(14.260382, shape=(), dtype=float32)"
948,"tf.Tensor(18.185432, shape=(), dtype=float32)"
949,"tf.Tensor(16.730927, shape=(), dtype=float32)"
950,"tf.Tensor(16.769032, shape=(), dtype=float32)"
951,"tf.Tensor(15.839001, shape=(), dtype=float32)"
952,"tf.Tensor(16.178381, shape=(), dtype=float32)"
953,"tf.Tensor(16.210196, shape=(), dtype=float32)"
954,"tf.Tensor(16.043566, shape=(), dtype=float32)"
955,"tf.Tensor(16.919903, shape=(), dtype=float32)"
956,"tf.Tensor(16.650753, shape=(), dtype=float32)"
957,"tf.Tensor(15.944685, shape=(), dtype=float32)"
958,"tf.Tensor(14.474722, shape=(), dtype=float32)"
959,"tf.Tensor(17.36163, shape=(), dtype=float32)"
960,"tf.Tensor(16.889147, shape=(), dtype=float32)"
961,"tf.Tensor(17.385328, shape=(), dtype=float32)"
962,"tf.Tensor(15.6952505, shape=(), dtype=float32)"
963,"tf.Tensor(14.952579, shape=(), dtype=float32)"
964,"tf.Tensor(16.937227, shape=(), dtype=float32)"
965,"tf.Tensor(16.551546, shape=(), dtype=float32)"
966,"tf.Tensor(18.545536, shape=(), dtype=float32)"
967,"tf.Tensor(17.221848, shape=(), dtype=float32)"
968,"tf.Tensor(16.85509, shape=(), dtype=float32)"
969,"tf.Tensor(15.670983, shape=(), dtype=float32)"
970,"tf.Tensor(16.151669, shape=(), dtype=float32)"
971,"tf.Tensor(17.784948, shape=(), dtype=float32)"
972,"tf.Tensor(15.243794, shape=(), dtype=float32)"
973,"tf.Tensor(15.260225, shape=(), dtype=float32)"
974,"tf.Tensor(14.946099, shape=(), dtype=float32)"
975,"tf.Tensor(15.278058, shape=(), dtype=float32)"
976,"tf.Tensor(14.524111, shape=(), dtype=float32)"
977,"tf.Tensor(15.762605, shape=(), dtype=float32)"
978,"tf.Tensor(17.494802, shape=(), dtype=float32)"
979,"tf.Tensor(15.389293, shape=(), dtype=float32)"
980,"tf.Tensor(14.946099, shape=(), dtype=float32)"
981,"tf.Tensor(13.818935, shape=(), dtype=float32)"
982,"tf.Tensor(16.199945, shape=(), dtype=float32)"
983,"tf.Tensor(15.702358, shape=(), dtype=float32)"
984,"tf.Tensor(15.297042, shape=(), dtype=float32)"
985,"tf.Tensor(15.195867, shape=(), dtype=float32)"
986,"tf.Tensor(17.415722, shape=(), dtype=float32)"
987,"tf.Tensor(16.70811, shape=(), dtype=float32)"
988,"tf.Tensor(16.319036, shape=(), dtype=float32)"
989,"tf.Tensor(15.294116, shape=(), dtype=float32)"
990,"tf.Tensor(14.806147, shape=(), dtype=float32)"
991,"tf.Tensor(16.392328, shape=(), dtype=float32)"
992,"tf.Tensor(15.740632, shape=(), dtype=float32)"
993,"tf.Tensor(15.597915, shape=(), dtype=float32)"
994,"tf.Tensor(15.995419, shape=(), dtype=float32)"
995,"tf.Tensor(16.332706, shape=(), dtype=float32)"
996,"tf.Tensor(14.957641, shape=(), dtype=float32)"
997,"tf.Tensor(15.003795, shape=(), dtype=float32)"
998,"tf.Tensor(15.1441555, shape=(), dtype=float32)"
999,"tf.Tensor(16.382404, shape=(), dtype=float32)"
1000,"tf.Tensor(15.432445, shape=(), dtype=float32)"
1001,"tf.Tensor(14.615747, shape=(), dtype=float32)"
1002,
1003,"tf.Tensor(16.396317, shape=(), dtype=float32)"
1004,"tf.Tensor(16.459812, shape=(), dtype=float32)"
1005,"tf.Tensor(15.024156, shape=(), dtype=float32)"
1006,
1007,"tf.Tensor(17.340036, shape=(), dtype=float32)"
1008,"tf.Tensor(15.380472, shape=(), dtype=float32)"
1009,"tf.Tensor(16.585083, shape=(), dtype=float32)"
1010,"tf.Tensor(15.821479, shape=(), dtype=float32)"
1011,"tf.Tensor(13.938582, shape=(), dtype=float32)"
1012,"tf.Tensor(15.174401, shape=(), dtype=float32)"
1013,"tf.Tensor(16.070585, shape=(), dtype=float32)"
1014,"tf.Tensor(15.168134, shape=(), dtype=float32)"
1015,"tf.Tensor(15.845022, shape=(), dtype=float32)"
1016,"tf.Tensor(16.796595, shape=(), dtype=float32)"
1017,"tf.Tensor(15.948362, shape=(), dtype=float32)"
1018,"tf.Tensor(15.715569, shape=(), dtype=float32)"
1019,"tf.Tensor(15.375415, shape=(), dtype=float32)"
1020,"tf.Tensor(15.122416, shape=(), dtype=float32)"
1021,"tf.Tensor(15.583391, shape=(), dtype=float32)"
1022,"tf.Tensor(16.8448, shape=(), dtype=float32)"
1023,"tf.Tensor(17.217196, shape=(), dtype=float32)"
1024,"tf.Tensor(15.153136, shape=(), dtype=float32)"
1025,"tf.Tensor(13.939396, shape=(), dtype=float32)"
1026,"tf.Tensor(15.838662, shape=(), dtype=float32)"
1027,"tf.Tensor(16.279644, shape=(), dtype=float32)"
1028,"tf.Tensor(17.203907, shape=(), dtype=float32)"
1029,"tf.Tensor(17.089525, shape=(), dtype=float32)"
1030,"tf.Tensor(15.140912, shape=(), dtype=float32)"
1031,"tf.Tensor(15.21534, shape=(), dtype=float32)"
1032,"tf.Tensor(17.192896, shape=(), dtype=float32)"
1033,"tf.Tensor(16.257664, shape=(), dtype=float32)"
1034,"tf.Tensor(14.456154, shape=(), dtype=float32)"
1035,"tf.Tensor(15.510751, shape=(), dtype=float32)"
1036,"tf.Tensor(15.589656, shape=(), dtype=float32)"
1037,"tf.Tensor(16.423344, shape=(), dtype=float32)"
1038,"tf.Tensor(16.06308, shape=(), dtype=float32)"
1039,"tf.Tensor(15.802053, shape=(), dtype=float32)"
1040,"tf.Tensor(14.286644, shape=(), dtype=float32)"
1041,"tf.Tensor(17.43104, shape=(), dtype=float32)"
1042,"tf.Tensor(14.704751, shape=(), dtype=float32)"
1043,"tf.Tensor(15.292924, shape=(), dtype=float32)"
1044,"tf.Tensor(16.243105, shape=(), dtype=float32)"
1045,"tf.Tensor(14.458263, shape=(), dtype=float32)"
1046,"tf.Tensor(15.098619, shape=(), dtype=float32)"
1047,"tf.Tensor(16.258009, shape=(), dtype=float32)"
1048,"tf.Tensor(14.784201, shape=(), dtype=float32)"
1049,"tf.Tensor(17.1936, shape=(), dtype=float32)"
1050,"tf.Tensor(14.713945, shape=(), dtype=float32)"
1051,"tf.Tensor(18.180185, shape=(), dtype=float32)"
1052,"tf.Tensor(16.05315, shape=(), dtype=float32)"
1053,"tf.Tensor(15.486614, shape=(), dtype=float32)"
1054,"tf.Tensor(17.11731, shape=(), dtype=float32)"
1055,"tf.Tensor(16.237019, shape=(), dtype=float32)"
1056,"tf.Tensor(14.30914, shape=(), dtype=float32)"
1057,"tf.Tensor(15.768613, shape=(), dtype=float32)"
1058,"tf.Tensor(15.858868, shape=(), dtype=float32)"
1059,"tf.Tensor(16.773598, shape=(), dtype=float32)"
1060,"tf.Tensor(13.949455, shape=(), dtype=float32)"
1061,"tf.Tensor(16.982035, shape=(), dtype=float32)"
1062,"tf.Tensor(15.09573, shape=(), dtype=float32)"
1063,"tf.Tensor(16.368696, shape=(), dtype=float32)"
1064,"tf.Tensor(16.665192, shape=(), dtype=float32)"
1065,"tf.Tensor(14.685124, shape=(), dtype=float32)"
1066,"tf.Tensor(15.894309, shape=(), dtype=float32)"
1067,"tf.Tensor(16.27981, shape=(), dtype=float32)"
1068,"tf.Tensor(16.287525, shape=(), dtype=float32)"
1069,"tf.Tensor(16.078064, shape=(), dtype=float32)"
1070,"tf.Tensor(16.10333, shape=(), dtype=float32)"
1071,"tf.Tensor(15.131924, shape=(), dtype=float32)"
1072,"tf.Tensor(14.632919, shape=(), dtype=float32)"
1073,"tf.Tensor(14.302619, shape=(), dtype=float32)"
1074,"tf.Tensor(15.294116, shape=(), dtype=float32)"
1075,"tf.Tensor(18.039593, shape=(), dtype=float32)"
1076,"tf.Tensor(14.254639, shape=(), dtype=float32)"
1077,"tf.Tensor(16.873072, shape=(), dtype=float32)"
1078,"tf.Tensor(17.661999, shape=(), dtype=float32)"
1079,"tf.Tensor(15.915738, shape=(), dtype=float32)"
1080,"tf.Tensor(14.611661, shape=(), dtype=float32)"
1081,"tf.Tensor(16.812864, shape=(), dtype=float32)"
1082,"tf.Tensor(16.447876, shape=(), dtype=float32)"
1083,"tf.Tensor(16.113632, shape=(), dtype=float32)"
1084,"tf.Tensor(13.767434, shape=(), dtype=float32)"
1085,"tf.Tensor(16.59275, shape=(), dtype=float32)"
1086,"tf.Tensor(16.754782, shape=(), dtype=float32)"
1087,"tf.Tensor(16.67071, shape=(), dtype=float32)"
1088,"tf.Tensor(16.787567, shape=(), dtype=float32)"
1089,"tf.Tensor(14.8822, shape=(), dtype=float32)"
1090,"tf.Tensor(17.22707, shape=(), dtype=float32)"
1091,"tf.Tensor(17.436726, shape=(), dtype=float32)"
1092,"tf.Tensor(16.4996, shape=(), dtype=float32)"
1093,"tf.Tensor(16.062792, shape=(), dtype=float32)"
1094,"tf.Tensor(14.457956, shape=(), dtype=float32)"
1095,"tf.Tensor(14.649707, shape=(), dtype=float32)"
1096,"tf.Tensor(15.250543, shape=(), dtype=float32)"
1097,"tf.Tensor(14.83562, shape=(), dtype=float32)"
1098,"tf.Tensor(16.460218, shape=(), dtype=float32)"
1099,"tf.Tensor(15.68313, shape=(), dtype=float32)"
1100,"tf.Tensor(16.050917, shape=(), dtype=float32)"
1101,"tf.Tensor(15.98905, shape=(), dtype=float32)"
1102,"tf.Tensor(16.649656, shape=(), dtype=float32)"
1103,"tf.Tensor(15.2422, shape=(), dtype=float32)"
1104,"tf.Tensor(14.754784, shape=(), dtype=float32)"
1105,"tf.Tensor(15.430501, shape=(), dtype=float32)"
1106,"tf.Tensor(15.375291, shape=(), dtype=float32)"
1107,"tf.Tensor(17.41204, shape=(), dtype=float32)"
1108,"tf.Tensor(13.771815, shape=(), dtype=float32)"
1109,"tf.Tensor(15.543702, shape=(), dtype=float32)"
1110,"tf.Tensor(15.1570015, shape=(), dtype=float32)"
1111,"tf.Tensor(14.967527, shape=(), dtype=float32)"
1112,"tf.Tensor(15.814834, shape=(), dtype=float32)"
1113,"tf.Tensor(17.328814, shape=(), dtype=float32)"
1114,"tf.Tensor(15.089184, shape=(), dtype=float32)"
1115,"tf.Tensor(16.229853, shape=(), dtype=float32)"
1116,"tf.Tensor(17.571646, shape=(), dtype=float32)"
1117,"tf.Tensor(15.969222, shape=(), dtype=float32)"
1118,"tf.Tensor(16.765331, shape=(), dtype=float32)"
1119,"tf.Tensor(16.517939, shape=(), dtype=float32)"
1120,"tf.Tensor(16.831566, shape=(), dtype=float32)"
1121,"tf.Tensor(17.153692, shape=(), dtype=float32)"
1122,"tf.Tensor(16.138756, shape=(), dtype=float32)"
1123,"tf.Tensor(17.30895, shape=(), dtype=float32)"
1124,"tf.Tensor(14.77829, shape=(), dtype=float32)"
1125,"tf.Tensor(15.82948, shape=(), dtype=float32)"
1126,"tf.Tensor(17.144377, shape=(), dtype=float32)"
1127,"tf.Tensor(16.752468, shape=(), dtype=float32)"
1128,"tf.Tensor(15.996037, shape=(), dtype=float32)"
1129,"tf.Tensor(16.841316, shape=(), dtype=float32)"
1130,"tf.Tensor(16.209444, shape=(), dtype=float32)"
1131,"tf.Tensor(16.44453, shape=(), dtype=float32)"
1132,"tf.Tensor(16.252514, shape=(), dtype=float32)"
1133,"tf.Tensor(16.423344, shape=(), dtype=float32)"
1134,"tf.Tensor(17.416185, shape=(), dtype=float32)"
1135,"tf.Tensor(15.939388, shape=(), dtype=float32)"
1136,"tf.Tensor(14.895123, shape=(), dtype=float32)"
1137,"tf.Tensor(14.879474, shape=(), dtype=float32)"
1138,"tf.Tensor(17.715633, shape=(), dtype=float32)"
1139,"tf.Tensor(17.163097, shape=(), dtype=float32)"
1140,"tf.Tensor(15.286689, shape=(), dtype=float32)"
1141,"tf.Tensor(16.351025, shape=(), dtype=float32)"
1142,"tf.Tensor(14.742046, shape=(), dtype=float32)"
1143,"tf.Tensor(15.464717, shape=(), dtype=float32)"
1144,"tf.Tensor(16.48924, shape=(), dtype=float32)"
1145,"tf.Tensor(16.414526, shape=(), dtype=float32)"
1146,"tf.Tensor(16.492846, shape=(), dtype=float32)"
1147,"tf.Tensor(16.686987, shape=(), dtype=float32)"
1148,"tf.Tensor(15.6991205, shape=(), dtype=float32)"
1149,"tf.Tensor(15.662915, shape=(), dtype=float32)"
1150,"tf.Tensor(17.01654, shape=(), dtype=float32)"
1151,"tf.Tensor(16.200443, shape=(), dtype=float32)"
1152,"tf.Tensor(15.974703, shape=(), dtype=float32)"
1153,"tf.Tensor(15.129391, shape=(), dtype=float32)"
1154,"tf.Tensor(14.719986, shape=(), dtype=float32)"
1155,"tf.Tensor(14.597968, shape=(), dtype=float32)"
1156,"tf.Tensor(15.465016, shape=(), dtype=float32)"
1157,"tf.Tensor(16.478588, shape=(), dtype=float32)"
1158,"tf.Tensor(15.244151, shape=(), dtype=float32)"
1159,"tf.Tensor(16.142365, shape=(), dtype=float32)"
1160,"tf.Tensor(16.669752, shape=(), dtype=float32)"
1161,"tf.Tensor(16.424246, shape=(), dtype=float32)"
1162,"tf.Tensor(15.728803, shape=(), dtype=float32)"
1163,"tf.Tensor(14.561512, shape=(), dtype=float32)"
1164,"tf.Tensor(15.476718, shape=(), dtype=float32)"
1165,"tf.Tensor(15.959769, shape=(), dtype=float32)"
1166,"tf.Tensor(16.763866, shape=(), dtype=float32)"
1167,"tf.Tensor(17.549953, shape=(), dtype=float32)"
1168,"tf.Tensor(16.013, shape=(), dtype=float32)"
1169,"tf.Tensor(17.358736, shape=(), dtype=float32)"
1170,"tf.Tensor(15.613665, shape=(), dtype=float32)"
1171,"tf.Tensor(16.348793, shape=(), dtype=float32)"
1172,"tf.Tensor(15.743274, shape=(), dtype=float32)"
1173,"tf.Tensor(17.445227, shape=(), dtype=float32)"
1174,"tf.Tensor(15.661553, shape=(), dtype=float32)"
1175,"tf.Tensor(16.127527, shape=(), dtype=float32)"
1176,"tf.Tensor(15.539438, shape=(), dtype=float32)"
1177,"tf.Tensor(15.4725275, shape=(), dtype=float32)"
1178,"tf.Tensor(15.053445, shape=(), dtype=float32)"
1179,"tf.Tensor(17.542732, shape=(), dtype=float32)"
1180,"tf.Tensor(15.619199, shape=(), dtype=float32)"
1181,"tf.Tensor(17.619072, shape=(), dtype=float32)"
1182,"tf.Tensor(16.329731, shape=(), dtype=float32)"
1183,"tf.Tensor(15.38008, shape=(), dtype=float32)"
1184,"tf.Tensor(15.124683, shape=(), dtype=float32)"
1185,"tf.Tensor(17.830812, shape=(), dtype=float32)"
1186,"tf.Tensor(16.119574, shape=(), dtype=float32)"
1187,"tf.Tensor(15.318811, shape=(), dtype=float32)"
1188,"tf.Tensor(16.37993, shape=(), dtype=float32)"
1189,"tf.Tensor(15.610785, shape=(), dtype=float32)"
1190,"tf.Tensor(15.294116, shape=(), dtype=float32)"
1191,"tf.Tensor(18.565495, shape=(), dtype=float32)"
1192,"tf.Tensor(17.3336, shape=(), dtype=float32)"
1193,"tf.Tensor(16.37993, shape=(), dtype=float32)"
1194,"tf.Tensor(15.398557, shape=(), dtype=float32)"
1195,"tf.Tensor(14.785001, shape=(), dtype=float32)"
1196,"tf.Tensor(17.09062, shape=(), dtype=float32)"
1197,"tf.Tensor(16.50613, shape=(), dtype=float32)"
1198,"tf.Tensor(15.367053, shape=(), dtype=float32)"
1199,"tf.Tensor(15.451507, shape=(), dtype=float32)"
1200,"tf.Tensor(15.61444, shape=(), dtype=float32)"
1201,"tf.Tensor(15.354217, shape=(), dtype=float32)"
1202,"tf.Tensor(15.483802, shape=(), dtype=float32)"
1203,"tf.Tensor(16.459785, shape=(), dtype=float32)"
1204,"tf.Tensor(16.392916, shape=(), dtype=float32)"
1205,"tf.Tensor(15.157123, shape=(), dtype=float32)"
1206,"tf.Tensor(16.70104, shape=(), dtype=float32)"
1207,"tf.Tensor(16.702759, shape=(), dtype=float32)"
1208,"tf.Tensor(17.602718, shape=(), dtype=float32)"
1209,"tf.Tensor(15.699758, shape=(), dtype=float32)"
1210,"tf.Tensor(17.602718, shape=(), dtype=float32)"
1211,"tf.Tensor(16.288567, shape=(), dtype=float32)"
1212,"tf.Tensor(16.17341, shape=(), dtype=float32)"
1213,"tf.Tensor(17.533268, shape=(), dtype=float32)"
1214,"tf.Tensor(16.815495, shape=(), dtype=float32)"
1215,"tf.Tensor(16.464363, shape=(), dtype=float32)"
1216,"tf.Tensor(15.121582, shape=(), dtype=float32)"
1217,"tf.Tensor(16.539604, shape=(), dtype=float32)"
1218,"tf.Tensor(15.606052, shape=(), dtype=float32)"
1219,"tf.Tensor(15.628239, shape=(), dtype=float32)"
1220,"tf.Tensor(16.507027, shape=(), dtype=float32)"
1221,"tf.Tensor(14.013222, shape=(), dtype=float32)"
1222,"tf.Tensor(16.852556, shape=(), dtype=float32)"
1223,"tf.Tensor(16.91283, shape=(), dtype=float32)"
1224,"tf.Tensor(16.13218, shape=(), dtype=float32)"
1225,"tf.Tensor(16.243994, shape=(), dtype=float32)"
1226,"tf.Tensor(15.888363, shape=(), dtype=float32)"
1227,"tf.Tensor(16.548496, shape=(), dtype=float32)"
1228,"tf.Tensor(14.8824835, shape=(), dtype=float32)"
1229,"tf.Tensor(16.115398, shape=(), dtype=float32)"
1230,"tf.Tensor(15.016758, shape=(), dtype=float32)"
1231,"tf.Tensor(17.244886, shape=(), dtype=float32)"
1232,"tf.Tensor(16.159464, shape=(), dtype=float32)"
1233,"tf.Tensor(15.478209, shape=(), dtype=float32)"
1234,"tf.Tensor(15.371013, shape=(), dtype=float32)"
1235,"tf.Tensor(16.12178, shape=(), dtype=float32)"
1236,"tf.Tensor(15.90953, shape=(), dtype=float32)"
1237,"tf.Tensor(15.558843, shape=(), dtype=float32)"
1238,"tf.Tensor(15.235019, shape=(), dtype=float32)"
1239,"tf.Tensor(17.318453, shape=(), dtype=float32)"
1240,"tf.Tensor(15.518895, shape=(), dtype=float32)"
1241,"tf.Tensor(15.377691, shape=(), dtype=float32)"
1242,"tf.Tensor(16.851818, shape=(), dtype=float32)"
1243,"tf.Tensor(14.589657, shape=(), dtype=float32)"
1244,"tf.Tensor(13.481018, shape=(), dtype=float32)"
1245,"tf.Tensor(17.103594, shape=(), dtype=float32)"
1246,"tf.Tensor(15.390109, shape=(), dtype=float32)"
1247,"tf.Tensor(14.716373, shape=(), dtype=float32)"
1248,"tf.Tensor(14.639397, shape=(), dtype=float32)"
1249,"tf.Tensor(15.756895, shape=(), dtype=float32)"
1250,"tf.Tensor(15.164541, shape=(), dtype=float32)"
1251,"tf.Tensor(15.40098, shape=(), dtype=float32)"
1252,"tf.Tensor(14.46601, shape=(), dtype=float32)"
1253,"tf.Tensor(14.938669, shape=(), dtype=float32)"
1254,"tf.Tensor(16.117403, shape=(), dtype=float32)"
1255,"tf.Tensor(15.868382, shape=(), dtype=float32)"
1256,"tf.Tensor(16.90895, shape=(), dtype=float32)"
1257,"tf.Tensor(14.112056, shape=(), dtype=float32)"
1258,"tf.Tensor(14.829015, shape=(), dtype=float32)"
1259,"tf.Tensor(15.0046425, shape=(), dtype=float32)"
1260,"tf.Tensor(15.591326, shape=(), dtype=float32)"
1261,"tf.Tensor(15.481332, shape=(), dtype=float32)"
1262,"tf.Tensor(17.263182, shape=(), dtype=float32)"
1263,"tf.Tensor(16.423344, shape=(), dtype=float32)"
1264,"tf.Tensor(17.854721, shape=(), dtype=float32)"
1265,"tf.Tensor(15.323927, shape=(), dtype=float32)"
1266,"tf.Tensor(15.54885, shape=(), dtype=float32)"
1267,"tf.Tensor(17.150503, shape=(), dtype=float32)"
1268,"tf.Tensor(16.310009, shape=(), dtype=float32)"
1269,"tf.Tensor(16.043602, shape=(), dtype=float32)"
1270,"tf.Tensor(18.249298, shape=(), dtype=float32)"
1271,"tf.Tensor(16.200356, shape=(), dtype=float32)"
1272,"tf.Tensor(15.208662, shape=(), dtype=float32)"
1273,"tf.Tensor(16.366816, shape=(), dtype=float32)"
1274,"tf.Tensor(14.973113, shape=(), dtype=float32)"
1275,"tf.Tensor(17.399609, shape=(), dtype=float32)"
1276,"tf.Tensor(15.607366, shape=(), dtype=float32)"
1277,"tf.Tensor(16.467491, shape=(), dtype=float32)"
1278,"tf.Tensor(16.79752, shape=(), dtype=float32)"
1279,"tf.Tensor(15.294116, shape=(), dtype=float32)"
1280,"tf.Tensor(14.644515, shape=(), dtype=float32)"
1281,"tf.Tensor(16.392992, shape=(), dtype=float32)"
1282,"tf.Tensor(16.950161, shape=(), dtype=float32)"
1283,"tf.Tensor(15.529323, shape=(), dtype=float32)"
1284,"tf.Tensor(15.869617, shape=(), dtype=float32)"
1285,"tf.Tensor(16.023762, shape=(), dtype=float32)"
1286,"tf.Tensor(16.214725, shape=(), dtype=float32)"
1287,"tf.Tensor(14.8204775, shape=(), dtype=float32)"
1288,"tf.Tensor(17.799376, shape=(), dtype=float32)"
1289,"tf.Tensor(16.775085, shape=(), dtype=float32)"
1290,"tf.Tensor(16.596996, shape=(), dtype=float32)"
1291,"tf.Tensor(16.210886, shape=(), dtype=float32)"
1292,"tf.Tensor(16.763866, shape=(), dtype=float32)"
1293,"tf.Tensor(16.191576, shape=(), dtype=float32)"
1294,"tf.Tensor(14.871733, shape=(), dtype=float32)"
1295,"tf.Tensor(15.596895, shape=(), dtype=float32)"
1296,"tf.Tensor(16.32169, shape=(), dtype=float32)"
1297,"tf.Tensor(16.399172, shape=(), dtype=float32)"
1298,"tf.Tensor(16.92162, shape=(), dtype=float32)"
1299,"tf.Tensor(16.188848, shape=(), dtype=float32)"
1300,"tf.Tensor(18.2239, shape=(), dtype=float32)"
1301,"tf.Tensor(17.362911, shape=(), dtype=float32)"
1302,"tf.Tensor(16.554695, shape=(), dtype=float32)"
1303,"tf.Tensor(17.107327, shape=(), dtype=float32)"
1304,"tf.Tensor(15.622372, shape=(), dtype=float32)"
1305,"tf.Tensor(16.582697, shape=(), dtype=float32)"
1306,"tf.Tensor(18.00645, shape=(), dtype=float32)"
1307,"tf.Tensor(16.638584, shape=(), dtype=float32)"
1308,"tf.Tensor(17.037985, shape=(), dtype=float32)"
1309,"tf.Tensor(15.960889, shape=(), dtype=float32)"
1310,"tf.Tensor(15.497999, shape=(), dtype=float32)"
1311,"tf.Tensor(14.119994, shape=(), dtype=float32)"
1312,"tf.Tensor(16.351025, shape=(), dtype=float32)"
1313,"tf.Tensor(16.052906, shape=(), dtype=float32)"
1314,"tf.Tensor(14.980124, shape=(), dtype=float32)"
1315,"tf.Tensor(15.162537, shape=(), dtype=float32)"
1316,"tf.Tensor(15.437508, shape=(), dtype=float32)"
1317,"tf.Tensor(17.518873, shape=(), dtype=float32)"
1318,"tf.Tensor(15.628833, shape=(), dtype=float32)"
1319,"tf.Tensor(15.323116, shape=(), dtype=float32)"
1320,"tf.Tensor(14.286644, shape=(), dtype=float32)"
1321,"tf.Tensor(17.192896, shape=(), dtype=float32)"
1322,"tf.Tensor(16.208014, shape=(), dtype=float32)"
1323,"tf.Tensor(15.670769, shape=(), dtype=float32)"
1324,"tf.Tensor(13.576325, shape=(), dtype=float32)"
1325,"tf.Tensor(16.268206, shape=(), dtype=float32)"
1326,"tf.Tensor(17.221848, shape=(), dtype=float32)"
1327,"tf.Tensor(16.085682, shape=(), dtype=float32)"
1328,"tf.Tensor(17.196632, shape=(), dtype=float32)"
1329,
1330,"tf.Tensor(16.406136, shape=(), dtype=float32)"
1331,"tf.Tensor(17.550468, shape=(), dtype=float32)"
1332,"tf.Tensor(15.143024, shape=(), dtype=float32)"
1333,"tf.Tensor(15.885977, shape=(), dtype=float32)"
1334,"tf.Tensor(15.153764, shape=(), dtype=float32)"
1335,"tf.Tensor(16.780579, shape=(), dtype=float32)"
1336,"tf.Tensor(15.40869, shape=(), dtype=float32)"
1337,"tf.Tensor(16.922915, shape=(), dtype=float32)"
1338,"tf.Tensor(15.590658, shape=(), dtype=float32)"
1339,"tf.Tensor(16.904163, shape=(), dtype=float32)"
1340,"tf.Tensor(17.060848, shape=(), dtype=float32)"
1341,"tf.Tensor(15.208662, shape=(), dtype=float32)"
1342,"tf.Tensor(14.830711, shape=(), dtype=float32)"
1343,"tf.Tensor(16.665157, shape=(), dtype=float32)"
1344,"tf.Tensor(15.24041, shape=(), dtype=float32)"
1345,"tf.Tensor(15.477197, shape=(), dtype=float32)"
1346,"tf.Tensor(15.206495, shape=(), dtype=float32)"
1347,"tf.Tensor(15.277081, shape=(), dtype=float32)"
1348,"tf.Tensor(14.550222, shape=(), dtype=float32)"
1349,"tf.Tensor(15.994005, shape=(), dtype=float32)"
1350,"tf.Tensor(16.205154, shape=(), dtype=float32)"
1351,"tf.Tensor(15.9378805, shape=(), dtype=float32)"
1352,"tf.Tensor(15.634654, shape=(), dtype=float32)"
1353,"tf.Tensor(14.463351, shape=(), dtype=float32)"
1354,"tf.Tensor(15.325207, shape=(), dtype=float32)"
1355,"tf.Tensor(14.012695, shape=(), dtype=float32)"
1356,"tf.Tensor(14.806567, shape=(), dtype=float32)"
1357,"tf.Tensor(16.349443, shape=(), dtype=float32)"
1358,"tf.Tensor(14.519991, shape=(), dtype=float32)"
1359,"tf.Tensor(15.071559, shape=(), dtype=float32)"
1360,"tf.Tensor(14.5165205, shape=(), dtype=float32)"
1361,"tf.Tensor(16.983389, shape=(), dtype=float32)"
1362,"tf.Tensor(17.384205, shape=(), dtype=float32)"
1363,"tf.Tensor(15.669756, shape=(), dtype=float32)"
1364,"tf.Tensor(17.27035, shape=(), dtype=float32)"
1365,"tf.Tensor(16.465364, shape=(), dtype=float32)"
1366,"tf.Tensor(17.408733, shape=(), dtype=float32)"
1367,"tf.Tensor(15.095751, shape=(), dtype=float32)"
1368,"tf.Tensor(16.381414, shape=(), dtype=float32)"
1369,"tf.Tensor(15.700764, shape=(), dtype=float32)"
1370,"tf.Tensor(16.85304, shape=(), dtype=float32)"
1371,"tf.Tensor(15.0476055, shape=(), dtype=float32)"
1372,"tf.Tensor(15.729975, shape=(), dtype=float32)"
1373,"tf.Tensor(16.821077, shape=(), dtype=float32)"
1374,"tf.Tensor(14.981353, shape=(), dtype=float32)"
1375,"tf.Tensor(16.979609, shape=(), dtype=float32)"
1376,"tf.Tensor(16.979609, shape=(), dtype=float32)"
1377,"tf.Tensor(15.073413, shape=(), dtype=float32)"
1378,"tf.Tensor(16.190529, shape=(), dtype=float32)"
