,variation
3332,"tf.Tensor(16.177242, shape=(), dtype=float32)"
3333,"tf.Tensor(16.826637, shape=(), dtype=float32)"
3334,"tf.Tensor(16.80153, shape=(), dtype=float32)"
3335,"tf.Tensor(15.31333, shape=(), dtype=float32)"
3336,"tf.Tensor(16.733633, shape=(), dtype=float32)"
3337,"tf.Tensor(16.46339, shape=(), dtype=float32)"
3338,"tf.Tensor(18.174927, shape=(), dtype=float32)"
3339,"tf.Tensor(15.106132, shape=(), dtype=float32)"
3340,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3341,"tf.Tensor(14.863853, shape=(), dtype=float32)"
3342,"tf.Tensor(15.878268, shape=(), dtype=float32)"
3343,"tf.Tensor(17.542175, shape=(), dtype=float32)"
3344,"tf.Tensor(16.583107, shape=(), dtype=float32)"
3345,"tf.Tensor(14.876106, shape=(), dtype=float32)"
3346,"tf.Tensor(14.482214, shape=(), dtype=float32)"
3347,
3348,"tf.Tensor(15.303414, shape=(), dtype=float32)"
3349,"tf.Tensor(16.633402, shape=(), dtype=float32)"
3350,"tf.Tensor(14.681745, shape=(), dtype=float32)"
3351,"tf.Tensor(15.123157, shape=(), dtype=float32)"
3352,"tf.Tensor(14.642223, shape=(), dtype=float32)"
3353,"tf.Tensor(15.672625, shape=(), dtype=float32)"
3354,"tf.Tensor(13.78389, shape=(), dtype=float32)"
3355,"tf.Tensor(14.985589, shape=(), dtype=float32)"
3356,"tf.Tensor(16.71699, shape=(), dtype=float32)"
3357,"tf.Tensor(15.762002, shape=(), dtype=float32)"
3358,"tf.Tensor(14.892031, shape=(), dtype=float32)"
3359,"tf.Tensor(17.008677, shape=(), dtype=float32)"
3360,"tf.Tensor(16.445206, shape=(), dtype=float32)"
3361,"tf.Tensor(16.254602, shape=(), dtype=float32)"
3362,"tf.Tensor(14.852334, shape=(), dtype=float32)"
3363,"tf.Tensor(14.740663, shape=(), dtype=float32)"
3364,"tf.Tensor(16.380297, shape=(), dtype=float32)"
3365,"tf.Tensor(17.287666, shape=(), dtype=float32)"
3366,"tf.Tensor(16.980064, shape=(), dtype=float32)"
3367,"tf.Tensor(17.154882, shape=(), dtype=float32)"
3368,"tf.Tensor(14.880239, shape=(), dtype=float32)"
3369,"tf.Tensor(15.156976, shape=(), dtype=float32)"
3370,"tf.Tensor(15.761222, shape=(), dtype=float32)"
3371,"tf.Tensor(17.103163, shape=(), dtype=float32)"
3372,
3373,"tf.Tensor(15.588348, shape=(), dtype=float32)"
3374,"tf.Tensor(16.542442, shape=(), dtype=float32)"
3375,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3376,"tf.Tensor(15.440531, shape=(), dtype=float32)"
3377,"tf.Tensor(15.077266, shape=(), dtype=float32)"
3378,"tf.Tensor(14.669459, shape=(), dtype=float32)"
3379,"tf.Tensor(15.130838, shape=(), dtype=float32)"
3380,"tf.Tensor(17.634108, shape=(), dtype=float32)"
3381,"tf.Tensor(14.848228, shape=(), dtype=float32)"
3382,"tf.Tensor(15.9639435, shape=(), dtype=float32)"
3383,"tf.Tensor(15.5665, shape=(), dtype=float32)"
3384,"tf.Tensor(16.72464, shape=(), dtype=float32)"
3385,"tf.Tensor(16.419344, shape=(), dtype=float32)"
3386,"tf.Tensor(16.071085, shape=(), dtype=float32)"
3387,"tf.Tensor(14.506889, shape=(), dtype=float32)"
3388,"tf.Tensor(14.75241, shape=(), dtype=float32)"
3389,"tf.Tensor(16.052197, shape=(), dtype=float32)"
3390,"tf.Tensor(16.549877, shape=(), dtype=float32)"
3391,"tf.Tensor(15.904018, shape=(), dtype=float32)"
3392,"tf.Tensor(16.10679, shape=(), dtype=float32)"
3393,"tf.Tensor(15.631055, shape=(), dtype=float32)"
3394,"tf.Tensor(15.640561, shape=(), dtype=float32)"
3395,"tf.Tensor(16.197392, shape=(), dtype=float32)"
3396,"tf.Tensor(15.734808, shape=(), dtype=float32)"
3397,"tf.Tensor(14.62922, shape=(), dtype=float32)"
3398,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3399,"tf.Tensor(17.444702, shape=(), dtype=float32)"
3400,"tf.Tensor(17.548262, shape=(), dtype=float32)"
3401,"tf.Tensor(16.50522, shape=(), dtype=float32)"
3402,"tf.Tensor(17.137161, shape=(), dtype=float32)"
3403,"tf.Tensor(16.304659, shape=(), dtype=float32)"
3404,"tf.Tensor(16.773201, shape=(), dtype=float32)"
3405,"tf.Tensor(15.6677065, shape=(), dtype=float32)"
3406,
3407,"tf.Tensor(15.283846, shape=(), dtype=float32)"
3408,"tf.Tensor(16.527742, shape=(), dtype=float32)"
3409,"tf.Tensor(14.146778, shape=(), dtype=float32)"
3410,"tf.Tensor(15.1729555, shape=(), dtype=float32)"
3411,"tf.Tensor(14.12106, shape=(), dtype=float32)"
3412,"tf.Tensor(15.323974, shape=(), dtype=float32)"
3413,"tf.Tensor(17.46826, shape=(), dtype=float32)"
3414,"tf.Tensor(15.673752, shape=(), dtype=float32)"
3415,"tf.Tensor(15.867676, shape=(), dtype=float32)"
3416,"tf.Tensor(14.997916, shape=(), dtype=float32)"
3417,"tf.Tensor(16.91839, shape=(), dtype=float32)"
3418,"tf.Tensor(15.701308, shape=(), dtype=float32)"
3419,"tf.Tensor(15.3725195, shape=(), dtype=float32)"
3420,"tf.Tensor(15.403038, shape=(), dtype=float32)"
3421,"tf.Tensor(14.859796, shape=(), dtype=float32)"
3422,"tf.Tensor(15.022872, shape=(), dtype=float32)"
3423,"tf.Tensor(16.018488, shape=(), dtype=float32)"
3424,"tf.Tensor(16.500984, shape=(), dtype=float32)"
3425,"tf.Tensor(16.445597, shape=(), dtype=float32)"
3426,"tf.Tensor(15.686016, shape=(), dtype=float32)"
3427,"tf.Tensor(15.2310505, shape=(), dtype=float32)"
3428,"tf.Tensor(14.77607, shape=(), dtype=float32)"
3429,"tf.Tensor(14.815385, shape=(), dtype=float32)"
3430,"tf.Tensor(15.207964, shape=(), dtype=float32)"
3431,"tf.Tensor(17.22377, shape=(), dtype=float32)"
3432,"tf.Tensor(16.664062, shape=(), dtype=float32)"
3433,"tf.Tensor(15.568386, shape=(), dtype=float32)"
3434,"tf.Tensor(15.999336, shape=(), dtype=float32)"
3435,"tf.Tensor(14.745013, shape=(), dtype=float32)"
3436,"tf.Tensor(15.621812, shape=(), dtype=float32)"
3437,"tf.Tensor(15.773791, shape=(), dtype=float32)"
3438,"tf.Tensor(15.140419, shape=(), dtype=float32)"
3439,"tf.Tensor(15.7421055, shape=(), dtype=float32)"
3440,"tf.Tensor(15.88973, shape=(), dtype=float32)"
3441,"tf.Tensor(15.75021, shape=(), dtype=float32)"
3442,"tf.Tensor(15.090644, shape=(), dtype=float32)"
3443,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3444,"tf.Tensor(17.204668, shape=(), dtype=float32)"
3445,"tf.Tensor(16.125639, shape=(), dtype=float32)"
3446,"tf.Tensor(16.340347, shape=(), dtype=float32)"
3447,"tf.Tensor(15.639984, shape=(), dtype=float32)"
3448,"tf.Tensor(16.278046, shape=(), dtype=float32)"
3449,"tf.Tensor(16.224588, shape=(), dtype=float32)"
3450,"tf.Tensor(16.67078, shape=(), dtype=float32)"
3451,"tf.Tensor(15.708058, shape=(), dtype=float32)"
3452,"tf.Tensor(16.621962, shape=(), dtype=float32)"
3453,"tf.Tensor(15.636084, shape=(), dtype=float32)"
3454,"tf.Tensor(15.221548, shape=(), dtype=float32)"
3455,"tf.Tensor(14.360909, shape=(), dtype=float32)"
3456,"tf.Tensor(16.534977, shape=(), dtype=float32)"
3457,"tf.Tensor(17.345444, shape=(), dtype=float32)"
3458,"tf.Tensor(16.278046, shape=(), dtype=float32)"
3459,"tf.Tensor(16.125639, shape=(), dtype=float32)"
3460,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3461,"tf.Tensor(15.516541, shape=(), dtype=float32)"
3462,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3463,"tf.Tensor(15.795144, shape=(), dtype=float32)"
3464,"tf.Tensor(15.764433, shape=(), dtype=float32)"
3465,"tf.Tensor(14.231555, shape=(), dtype=float32)"
3466,"tf.Tensor(17.513092, shape=(), dtype=float32)"
3467,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3468,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3469,"tf.Tensor(15.636071, shape=(), dtype=float32)"
3470,"tf.Tensor(16.004679, shape=(), dtype=float32)"
3471,"tf.Tensor(15.301238, shape=(), dtype=float32)"
3472,"tf.Tensor(14.71775, shape=(), dtype=float32)"
3473,"tf.Tensor(14.578063, shape=(), dtype=float32)"
3474,"tf.Tensor(17.919718, shape=(), dtype=float32)"
3475,"tf.Tensor(17.19135, shape=(), dtype=float32)"
3476,"tf.Tensor(15.672401, shape=(), dtype=float32)"
3477,"tf.Tensor(16.218529, shape=(), dtype=float32)"
3478,"tf.Tensor(15.8992195, shape=(), dtype=float32)"
3479,"tf.Tensor(15.473496, shape=(), dtype=float32)"
3480,"tf.Tensor(16.332567, shape=(), dtype=float32)"
3481,"tf.Tensor(15.233601, shape=(), dtype=float32)"
3482,"tf.Tensor(15.41689, shape=(), dtype=float32)"
3483,"tf.Tensor(14.047022, shape=(), dtype=float32)"
3484,"tf.Tensor(16.975739, shape=(), dtype=float32)"
3485,"tf.Tensor(14.839331, shape=(), dtype=float32)"
3486,"tf.Tensor(14.128048, shape=(), dtype=float32)"
3487,"tf.Tensor(17.068232, shape=(), dtype=float32)"
3488,"tf.Tensor(15.382725, shape=(), dtype=float32)"
3489,"tf.Tensor(16.30529, shape=(), dtype=float32)"
3490,"tf.Tensor(15.071494, shape=(), dtype=float32)"
3491,"tf.Tensor(15.851286, shape=(), dtype=float32)"
3492,"tf.Tensor(16.03884, shape=(), dtype=float32)"
3493,"tf.Tensor(16.534977, shape=(), dtype=float32)"
3494,"tf.Tensor(15.368946, shape=(), dtype=float32)"
3495,"tf.Tensor(16.611744, shape=(), dtype=float32)"
3496,"tf.Tensor(16.762959, shape=(), dtype=float32)"
3497,"tf.Tensor(15.153655, shape=(), dtype=float32)"
3498,"tf.Tensor(15.564223, shape=(), dtype=float32)"
3499,"tf.Tensor(16.75733, shape=(), dtype=float32)"
3500,"tf.Tensor(16.223429, shape=(), dtype=float32)"
3501,"tf.Tensor(15.425332, shape=(), dtype=float32)"
3502,"tf.Tensor(17.350597, shape=(), dtype=float32)"
3503,"tf.Tensor(16.889147, shape=(), dtype=float32)"
3504,"tf.Tensor(15.675478, shape=(), dtype=float32)"
3505,"tf.Tensor(15.644173, shape=(), dtype=float32)"
3506,"tf.Tensor(15.185147, shape=(), dtype=float32)"
3507,"tf.Tensor(15.487058, shape=(), dtype=float32)"
3508,"tf.Tensor(16.513073, shape=(), dtype=float32)"
3509,"tf.Tensor(16.736677, shape=(), dtype=float32)"
3510,"tf.Tensor(17.337662, shape=(), dtype=float32)"
3511,"tf.Tensor(16.027472, shape=(), dtype=float32)"
3512,"tf.Tensor(16.5768, shape=(), dtype=float32)"
3513,
3514,"tf.Tensor(14.650198, shape=(), dtype=float32)"
3515,"tf.Tensor(15.644679, shape=(), dtype=float32)"
3516,"tf.Tensor(16.526966, shape=(), dtype=float32)"
3517,"tf.Tensor(16.056465, shape=(), dtype=float32)"
3518,"tf.Tensor(15.576641, shape=(), dtype=float32)"
3519,"tf.Tensor(16.177048, shape=(), dtype=float32)"
3520,"tf.Tensor(17.062624, shape=(), dtype=float32)"
3521,"tf.Tensor(18.180052, shape=(), dtype=float32)"
3522,"tf.Tensor(18.088867, shape=(), dtype=float32)"
3523,"tf.Tensor(17.738386, shape=(), dtype=float32)"
3524,"tf.Tensor(15.408914, shape=(), dtype=float32)"
3525,"tf.Tensor(16.283047, shape=(), dtype=float32)"
3526,"tf.Tensor(14.845978, shape=(), dtype=float32)"
3527,"tf.Tensor(17.797358, shape=(), dtype=float32)"
3528,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3529,"tf.Tensor(15.881134, shape=(), dtype=float32)"
3530,"tf.Tensor(14.911107, shape=(), dtype=float32)"
3531,"tf.Tensor(17.248642, shape=(), dtype=float32)"
3532,"tf.Tensor(15.098293, shape=(), dtype=float32)"
3533,"tf.Tensor(16.396366, shape=(), dtype=float32)"
3534,"tf.Tensor(17.439056, shape=(), dtype=float32)"
3535,"tf.Tensor(14.952345, shape=(), dtype=float32)"
3536,"tf.Tensor(16.309692, shape=(), dtype=float32)"
3537,"tf.Tensor(17.527409, shape=(), dtype=float32)"
3538,"tf.Tensor(15.339444, shape=(), dtype=float32)"
3539,"tf.Tensor(15.758101, shape=(), dtype=float32)"
3540,"tf.Tensor(15.862808, shape=(), dtype=float32)"
3541,"tf.Tensor(16.122225, shape=(), dtype=float32)"
3542,"tf.Tensor(13.707521, shape=(), dtype=float32)"
3543,"tf.Tensor(15.59553, shape=(), dtype=float32)"
3544,
3545,"tf.Tensor(14.7068615, shape=(), dtype=float32)"
3546,"tf.Tensor(16.10397, shape=(), dtype=float32)"
3547,"tf.Tensor(15.318566, shape=(), dtype=float32)"
3548,"tf.Tensor(15.771405, shape=(), dtype=float32)"
3549,"tf.Tensor(16.11906, shape=(), dtype=float32)"
3550,"tf.Tensor(17.364588, shape=(), dtype=float32)"
3551,"tf.Tensor(16.687445, shape=(), dtype=float32)"
3552,"tf.Tensor(14.551143, shape=(), dtype=float32)"
3553,"tf.Tensor(16.093287, shape=(), dtype=float32)"
3554,"tf.Tensor(17.478067, shape=(), dtype=float32)"
3555,"tf.Tensor(15.460879, shape=(), dtype=float32)"
3556,"tf.Tensor(15.849909, shape=(), dtype=float32)"
3557,"tf.Tensor(15.47756, shape=(), dtype=float32)"
3558,"tf.Tensor(17.061737, shape=(), dtype=float32)"
3559,"tf.Tensor(15.394946, shape=(), dtype=float32)"
3560,"tf.Tensor(16.841866, shape=(), dtype=float32)"
3561,"tf.Tensor(14.256538, shape=(), dtype=float32)"
3562,"tf.Tensor(17.038502, shape=(), dtype=float32)"
3563,"tf.Tensor(17.145735, shape=(), dtype=float32)"
3564,"tf.Tensor(17.743168, shape=(), dtype=float32)"
3565,"tf.Tensor(16.186, shape=(), dtype=float32)"
3566,"tf.Tensor(14.704173, shape=(), dtype=float32)"
3567,"tf.Tensor(14.687041, shape=(), dtype=float32)"
3568,"tf.Tensor(15.761536, shape=(), dtype=float32)"
3569,"tf.Tensor(14.901515, shape=(), dtype=float32)"
3570,"tf.Tensor(15.7421055, shape=(), dtype=float32)"
3571,"tf.Tensor(14.885737, shape=(), dtype=float32)"
3572,"tf.Tensor(14.683563, shape=(), dtype=float32)"
3573,"tf.Tensor(14.749393, shape=(), dtype=float32)"
3574,"tf.Tensor(15.759166, shape=(), dtype=float32)"
3575,"tf.Tensor(15.803807, shape=(), dtype=float32)"
3576,"tf.Tensor(15.627748, shape=(), dtype=float32)"
3577,"tf.Tensor(17.065376, shape=(), dtype=float32)"
3578,"tf.Tensor(16.030762, shape=(), dtype=float32)"
3579,"tf.Tensor(17.131086, shape=(), dtype=float32)"
3580,"tf.Tensor(16.919958, shape=(), dtype=float32)"
3581,"tf.Tensor(16.214687, shape=(), dtype=float32)"
3582,"tf.Tensor(16.347359, shape=(), dtype=float32)"
3583,"tf.Tensor(15.803163, shape=(), dtype=float32)"
3584,"tf.Tensor(17.142265, shape=(), dtype=float32)"
3585,"tf.Tensor(17.197054, shape=(), dtype=float32)"
3586,"tf.Tensor(14.469232, shape=(), dtype=float32)"
3587,"tf.Tensor(16.721489, shape=(), dtype=float32)"
3588,"tf.Tensor(15.853113, shape=(), dtype=float32)"
3589,"tf.Tensor(16.672152, shape=(), dtype=float32)"
3590,"tf.Tensor(15.458654, shape=(), dtype=float32)"
3591,"tf.Tensor(17.32653, shape=(), dtype=float32)"
3592,"tf.Tensor(17.116316, shape=(), dtype=float32)"
3593,"tf.Tensor(14.922812, shape=(), dtype=float32)"
3594,"tf.Tensor(14.16947, shape=(), dtype=float32)"
3595,"tf.Tensor(16.56429, shape=(), dtype=float32)"
3596,"tf.Tensor(16.224392, shape=(), dtype=float32)"
3597,"tf.Tensor(14.299984, shape=(), dtype=float32)"
3598,"tf.Tensor(14.472036, shape=(), dtype=float32)"
3599,"tf.Tensor(16.621548, shape=(), dtype=float32)"
3600,"tf.Tensor(16.733633, shape=(), dtype=float32)"
3601,"tf.Tensor(14.686642, shape=(), dtype=float32)"
3602,"tf.Tensor(15.575608, shape=(), dtype=float32)"
3603,"tf.Tensor(16.12602, shape=(), dtype=float32)"
3604,"tf.Tensor(16.84721, shape=(), dtype=float32)"
3605,"tf.Tensor(16.605862, shape=(), dtype=float32)"
3606,"tf.Tensor(16.384605, shape=(), dtype=float32)"
3607,"tf.Tensor(16.281147, shape=(), dtype=float32)"
3608,"tf.Tensor(14.115892, shape=(), dtype=float32)"
3609,"tf.Tensor(16.477463, shape=(), dtype=float32)"
3610,"tf.Tensor(17.312174, shape=(), dtype=float32)"
3611,
3612,"tf.Tensor(16.825916, shape=(), dtype=float32)"
3613,"tf.Tensor(16.645914, shape=(), dtype=float32)"
3614,"tf.Tensor(14.656626, shape=(), dtype=float32)"
3615,"tf.Tensor(15.165882, shape=(), dtype=float32)"
3616,"tf.Tensor(15.576641, shape=(), dtype=float32)"
3617,"tf.Tensor(14.837313, shape=(), dtype=float32)"
3618,"tf.Tensor(14.034037, shape=(), dtype=float32)"
3619,"tf.Tensor(17.873089, shape=(), dtype=float32)"
3620,
3621,"tf.Tensor(14.221444, shape=(), dtype=float32)"
3622,"tf.Tensor(16.348225, shape=(), dtype=float32)"
3623,"tf.Tensor(15.942451, shape=(), dtype=float32)"
3624,"tf.Tensor(15.056879, shape=(), dtype=float32)"
3625,"tf.Tensor(15.761647, shape=(), dtype=float32)"
3626,"tf.Tensor(16.647997, shape=(), dtype=float32)"
3627,"tf.Tensor(15.7498045, shape=(), dtype=float32)"
3628,"tf.Tensor(14.677123, shape=(), dtype=float32)"
3629,"tf.Tensor(15.369944, shape=(), dtype=float32)"
3630,"tf.Tensor(16.211767, shape=(), dtype=float32)"
3631,"tf.Tensor(16.120775, shape=(), dtype=float32)"
3632,"tf.Tensor(14.611118, shape=(), dtype=float32)"
3633,"tf.Tensor(15.581275, shape=(), dtype=float32)"
3634,"tf.Tensor(14.622096, shape=(), dtype=float32)"
3635,"tf.Tensor(16.067024, shape=(), dtype=float32)"
3636,"tf.Tensor(15.587997, shape=(), dtype=float32)"
3637,"tf.Tensor(14.924149, shape=(), dtype=float32)"
3638,"tf.Tensor(12.998016, shape=(), dtype=float32)"
3639,"tf.Tensor(15.368281, shape=(), dtype=float32)"
3640,"tf.Tensor(14.827487, shape=(), dtype=float32)"
3641,
3642,"tf.Tensor(16.141521, shape=(), dtype=float32)"
3643,"tf.Tensor(17.599005, shape=(), dtype=float32)"
3644,"tf.Tensor(15.501041, shape=(), dtype=float32)"
3645,"tf.Tensor(16.71473, shape=(), dtype=float32)"
3646,"tf.Tensor(15.860772, shape=(), dtype=float32)"
3647,"tf.Tensor(16.30849, shape=(), dtype=float32)"
3648,"tf.Tensor(17.142555, shape=(), dtype=float32)"
3649,"tf.Tensor(17.66126, shape=(), dtype=float32)"
3650,"tf.Tensor(15.610473, shape=(), dtype=float32)"
3651,"tf.Tensor(16.396244, shape=(), dtype=float32)"
3652,"tf.Tensor(15.004321, shape=(), dtype=float32)"
3653,"tf.Tensor(16.30946, shape=(), dtype=float32)"
3654,"tf.Tensor(15.767345, shape=(), dtype=float32)"
3655,"tf.Tensor(16.689457, shape=(), dtype=float32)"
3656,"tf.Tensor(15.852611, shape=(), dtype=float32)"
3657,"tf.Tensor(15.172502, shape=(), dtype=float32)"
3658,"tf.Tensor(16.02733, shape=(), dtype=float32)"
3659,"tf.Tensor(14.776576, shape=(), dtype=float32)"
3660,"tf.Tensor(16.517618, shape=(), dtype=float32)"
3661,"tf.Tensor(16.803007, shape=(), dtype=float32)"
3662,"tf.Tensor(15.944566, shape=(), dtype=float32)"
3663,"tf.Tensor(16.878166, shape=(), dtype=float32)"
3664,"tf.Tensor(16.142187, shape=(), dtype=float32)"
3665,"tf.Tensor(14.810238, shape=(), dtype=float32)"
3666,"tf.Tensor(17.220892, shape=(), dtype=float32)"
3667,"tf.Tensor(14.775287, shape=(), dtype=float32)"
3668,"tf.Tensor(15.202729, shape=(), dtype=float32)"
3669,"tf.Tensor(15.37395, shape=(), dtype=float32)"
3670,"tf.Tensor(15.411718, shape=(), dtype=float32)"
3671,"tf.Tensor(16.030775, shape=(), dtype=float32)"
3672,"tf.Tensor(15.935802, shape=(), dtype=float32)"
3673,"tf.Tensor(15.298178, shape=(), dtype=float32)"
3674,"tf.Tensor(17.157448, shape=(), dtype=float32)"
3675,"tf.Tensor(16.401297, shape=(), dtype=float32)"
3676,"tf.Tensor(16.986034, shape=(), dtype=float32)"
3677,"tf.Tensor(16.410933, shape=(), dtype=float32)"
3678,
3679,"tf.Tensor(15.762133, shape=(), dtype=float32)"
3680,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3681,"tf.Tensor(16.067446, shape=(), dtype=float32)"
3682,
3683,"tf.Tensor(17.384205, shape=(), dtype=float32)"
3684,"tf.Tensor(15.451029, shape=(), dtype=float32)"
3685,"tf.Tensor(15.738908, shape=(), dtype=float32)"
3686,"tf.Tensor(15.543016, shape=(), dtype=float32)"
3687,"tf.Tensor(16.120422, shape=(), dtype=float32)"
3688,"tf.Tensor(15.218746, shape=(), dtype=float32)"
3689,"tf.Tensor(16.026106, shape=(), dtype=float32)"
3690,"tf.Tensor(16.509684, shape=(), dtype=float32)"
3691,"tf.Tensor(17.275387, shape=(), dtype=float32)"
3692,"tf.Tensor(17.242037, shape=(), dtype=float32)"
3693,"tf.Tensor(17.49057, shape=(), dtype=float32)"
3694,"tf.Tensor(17.282207, shape=(), dtype=float32)"
3695,"tf.Tensor(15.380013, shape=(), dtype=float32)"
3696,"tf.Tensor(14.593955, shape=(), dtype=float32)"
3697,"tf.Tensor(16.413052, shape=(), dtype=float32)"
3698,"tf.Tensor(16.829805, shape=(), dtype=float32)"
3699,"tf.Tensor(16.186983, shape=(), dtype=float32)"
3700,"tf.Tensor(15.136356, shape=(), dtype=float32)"
3701,"tf.Tensor(16.304222, shape=(), dtype=float32)"
3702,"tf.Tensor(16.459888, shape=(), dtype=float32)"
3703,"tf.Tensor(16.366758, shape=(), dtype=float32)"
3704,"tf.Tensor(16.895845, shape=(), dtype=float32)"
3705,"tf.Tensor(16.745268, shape=(), dtype=float32)"
3706,"tf.Tensor(16.186983, shape=(), dtype=float32)"
3707,"tf.Tensor(15.673541, shape=(), dtype=float32)"
3708,"tf.Tensor(16.549786, shape=(), dtype=float32)"
3709,
3710,"tf.Tensor(15.751434, shape=(), dtype=float32)"
3711,"tf.Tensor(16.389267, shape=(), dtype=float32)"
3712,"tf.Tensor(15.514019, shape=(), dtype=float32)"
3713,"tf.Tensor(15.846408, shape=(), dtype=float32)"
3714,"tf.Tensor(16.206966, shape=(), dtype=float32)"
3715,"tf.Tensor(14.897156, shape=(), dtype=float32)"
3716,"tf.Tensor(15.535196, shape=(), dtype=float32)"
3717,"tf.Tensor(16.14638, shape=(), dtype=float32)"
3718,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3719,"tf.Tensor(17.001913, shape=(), dtype=float32)"
3720,"tf.Tensor(16.526966, shape=(), dtype=float32)"
3721,"tf.Tensor(16.849075, shape=(), dtype=float32)"
3722,"tf.Tensor(16.267548, shape=(), dtype=float32)"
3723,"tf.Tensor(16.763866, shape=(), dtype=float32)"
3724,"tf.Tensor(15.3253565, shape=(), dtype=float32)"
3725,"tf.Tensor(18.06103, shape=(), dtype=float32)"
3726,"tf.Tensor(15.758821, shape=(), dtype=float32)"
3727,"tf.Tensor(17.439682, shape=(), dtype=float32)"
3728,"tf.Tensor(14.994832, shape=(), dtype=float32)"
3729,"tf.Tensor(17.384205, shape=(), dtype=float32)"
3730,"tf.Tensor(16.565409, shape=(), dtype=float32)"
3731,"tf.Tensor(17.290462, shape=(), dtype=float32)"
3732,"tf.Tensor(15.510258, shape=(), dtype=float32)"
3733,"tf.Tensor(15.38302, shape=(), dtype=float32)"
3734,"tf.Tensor(16.366926, shape=(), dtype=float32)"
3735,"tf.Tensor(12.372319, shape=(), dtype=float32)"
3736,"tf.Tensor(15.206836, shape=(), dtype=float32)"
3737,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3738,"tf.Tensor(16.105518, shape=(), dtype=float32)"
3739,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3740,"tf.Tensor(15.505144, shape=(), dtype=float32)"
3741,"tf.Tensor(15.226384, shape=(), dtype=float32)"
