,variation
467,"tf.Tensor(15.848527, shape=(), dtype=float32)"
468,"tf.Tensor(15.771599, shape=(), dtype=float32)"
469,"tf.Tensor(14.221629, shape=(), dtype=float32)"
470,"tf.Tensor(16.160433, shape=(), dtype=float32)"
471,"tf.Tensor(15.716352, shape=(), dtype=float32)"
472,"tf.Tensor(15.115777, shape=(), dtype=float32)"
473,"tf.Tensor(17.039675, shape=(), dtype=float32)"
474,"tf.Tensor(12.781888, shape=(), dtype=float32)"
475,"tf.Tensor(16.507647, shape=(), dtype=float32)"
476,"tf.Tensor(16.832016, shape=(), dtype=float32)"
477,"tf.Tensor(15.579508, shape=(), dtype=float32)"
478,"tf.Tensor(16.034248, shape=(), dtype=float32)"
479,"tf.Tensor(16.503883, shape=(), dtype=float32)"
480,"tf.Tensor(15.516682, shape=(), dtype=float32)"
481,"tf.Tensor(16.102322, shape=(), dtype=float32)"
482,"tf.Tensor(13.79937, shape=(), dtype=float32)"
483,"tf.Tensor(17.49031, shape=(), dtype=float32)"
484,"tf.Tensor(15.964642, shape=(), dtype=float32)"
485,"tf.Tensor(16.029076, shape=(), dtype=float32)"
486,"tf.Tensor(15.725247, shape=(), dtype=float32)"
487,"tf.Tensor(16.762272, shape=(), dtype=float32)"
488,"tf.Tensor(16.226902, shape=(), dtype=float32)"
489,"tf.Tensor(16.475101, shape=(), dtype=float32)"
490,"tf.Tensor(15.22285, shape=(), dtype=float32)"
491,"tf.Tensor(14.690468, shape=(), dtype=float32)"
492,"tf.Tensor(15.633688, shape=(), dtype=float32)"
493,"tf.Tensor(15.71675, shape=(), dtype=float32)"
494,"tf.Tensor(14.878524, shape=(), dtype=float32)"
495,"tf.Tensor(17.581821, shape=(), dtype=float32)"
496,"tf.Tensor(15.5935135, shape=(), dtype=float32)"
497,"tf.Tensor(17.922108, shape=(), dtype=float32)"
498,"tf.Tensor(15.151918, shape=(), dtype=float32)"
499,"tf.Tensor(17.553644, shape=(), dtype=float32)"
500,"tf.Tensor(15.708231, shape=(), dtype=float32)"
501,"tf.Tensor(15.493422, shape=(), dtype=float32)"
502,"tf.Tensor(16.552109, shape=(), dtype=float32)"
503,"tf.Tensor(14.744677, shape=(), dtype=float32)"
504,"tf.Tensor(15.962387, shape=(), dtype=float32)"
505,"tf.Tensor(16.896187, shape=(), dtype=float32)"
506,"tf.Tensor(14.647161, shape=(), dtype=float32)"
507,"tf.Tensor(14.359501, shape=(), dtype=float32)"
508,"tf.Tensor(14.518044, shape=(), dtype=float32)"
509,"tf.Tensor(16.420593, shape=(), dtype=float32)"
510,"tf.Tensor(16.249222, shape=(), dtype=float32)"
511,"tf.Tensor(15.319937, shape=(), dtype=float32)"
512,"tf.Tensor(15.999556, shape=(), dtype=float32)"
513,"tf.Tensor(14.920289, shape=(), dtype=float32)"
514,"tf.Tensor(14.800121, shape=(), dtype=float32)"
515,"tf.Tensor(15.725646, shape=(), dtype=float32)"
516,"tf.Tensor(14.411968, shape=(), dtype=float32)"
517,"tf.Tensor(15.58929, shape=(), dtype=float32)"
518,"tf.Tensor(17.988054, shape=(), dtype=float32)"
519,"tf.Tensor(17.683666, shape=(), dtype=float32)"
520,"tf.Tensor(14.199655, shape=(), dtype=float32)"
521,"tf.Tensor(18.884169, shape=(), dtype=float32)"
522,"tf.Tensor(15.516337, shape=(), dtype=float32)"
523,"tf.Tensor(17.663015, shape=(), dtype=float32)"
524,"tf.Tensor(16.342478, shape=(), dtype=float32)"
525,"tf.Tensor(17.232515, shape=(), dtype=float32)"
526,"tf.Tensor(16.824898, shape=(), dtype=float32)"
527,"tf.Tensor(15.235934, shape=(), dtype=float32)"
528,"tf.Tensor(14.872, shape=(), dtype=float32)"
529,"tf.Tensor(15.195186, shape=(), dtype=float32)"
530,"tf.Tensor(15.476412, shape=(), dtype=float32)"
531,"tf.Tensor(17.311157, shape=(), dtype=float32)"
532,"tf.Tensor(15.289491, shape=(), dtype=float32)"
533,"tf.Tensor(15.905174, shape=(), dtype=float32)"
534,"tf.Tensor(16.470217, shape=(), dtype=float32)"
535,"tf.Tensor(15.848527, shape=(), dtype=float32)"
536,"tf.Tensor(16.036123, shape=(), dtype=float32)"
537,"tf.Tensor(16.650883, shape=(), dtype=float32)"
538,"tf.Tensor(15.550086, shape=(), dtype=float32)"
539,"tf.Tensor(14.753475, shape=(), dtype=float32)"
540,"tf.Tensor(15.224237, shape=(), dtype=float32)"
541,"tf.Tensor(15.32143, shape=(), dtype=float32)"
542,"tf.Tensor(17.0749, shape=(), dtype=float32)"
543,"tf.Tensor(16.836412, shape=(), dtype=float32)"
544,"tf.Tensor(16.9259, shape=(), dtype=float32)"
545,"tf.Tensor(16.86983, shape=(), dtype=float32)"
546,"tf.Tensor(15.584741, shape=(), dtype=float32)"
547,"tf.Tensor(16.52659, shape=(), dtype=float32)"
548,"tf.Tensor(15.630717, shape=(), dtype=float32)"
549,"tf.Tensor(14.857074, shape=(), dtype=float32)"
550,"tf.Tensor(16.97906, shape=(), dtype=float32)"
551,"tf.Tensor(15.630455, shape=(), dtype=float32)"
552,"tf.Tensor(17.287064, shape=(), dtype=float32)"
553,"tf.Tensor(15.221772, shape=(), dtype=float32)"
554,"tf.Tensor(16.303585, shape=(), dtype=float32)"
555,"tf.Tensor(15.891612, shape=(), dtype=float32)"
556,"tf.Tensor(15.311375, shape=(), dtype=float32)"
557,"tf.Tensor(15.224237, shape=(), dtype=float32)"
558,"tf.Tensor(14.048773, shape=(), dtype=float32)"
559,"tf.Tensor(15.30856, shape=(), dtype=float32)"
560,"tf.Tensor(14.153211, shape=(), dtype=float32)"
561,"tf.Tensor(15.357564, shape=(), dtype=float32)"
562,"tf.Tensor(16.323214, shape=(), dtype=float32)"
563,"tf.Tensor(17.527872, shape=(), dtype=float32)"
564,"tf.Tensor(17.681316, shape=(), dtype=float32)"
565,"tf.Tensor(15.33104, shape=(), dtype=float32)"
566,"tf.Tensor(15.965874, shape=(), dtype=float32)"
567,"tf.Tensor(14.90382, shape=(), dtype=float32)"
568,"tf.Tensor(15.397095, shape=(), dtype=float32)"
569,"tf.Tensor(17.677357, shape=(), dtype=float32)"
570,"tf.Tensor(16.876953, shape=(), dtype=float32)"
571,"tf.Tensor(15.629169, shape=(), dtype=float32)"
572,"tf.Tensor(15.607777, shape=(), dtype=float32)"
573,"tf.Tensor(17.116482, shape=(), dtype=float32)"
574,"tf.Tensor(15.808669, shape=(), dtype=float32)"
575,"tf.Tensor(15.720002, shape=(), dtype=float32)"
576,"tf.Tensor(16.697672, shape=(), dtype=float32)"
577,"tf.Tensor(16.693827, shape=(), dtype=float32)"
578,"tf.Tensor(15.998871, shape=(), dtype=float32)"
579,"tf.Tensor(16.234959, shape=(), dtype=float32)"
580,"tf.Tensor(16.010084, shape=(), dtype=float32)"
581,"tf.Tensor(16.777908, shape=(), dtype=float32)"
582,"tf.Tensor(15.405724, shape=(), dtype=float32)"
583,"tf.Tensor(16.030062, shape=(), dtype=float32)"
584,"tf.Tensor(15.729671, shape=(), dtype=float32)"
585,"tf.Tensor(15.294116, shape=(), dtype=float32)"
586,"tf.Tensor(15.303687, shape=(), dtype=float32)"
587,"tf.Tensor(16.287941, shape=(), dtype=float32)"
588,"tf.Tensor(16.531252, shape=(), dtype=float32)"
589,"tf.Tensor(17.053764, shape=(), dtype=float32)"
590,"tf.Tensor(15.669426, shape=(), dtype=float32)"
591,"tf.Tensor(14.943413, shape=(), dtype=float32)"
592,"tf.Tensor(14.286644, shape=(), dtype=float32)"
593,"tf.Tensor(15.853727, shape=(), dtype=float32)"
594,"tf.Tensor(16.194307, shape=(), dtype=float32)"
595,"tf.Tensor(15.85732, shape=(), dtype=float32)"
596,"tf.Tensor(17.396805, shape=(), dtype=float32)"
597,"tf.Tensor(16.255482, shape=(), dtype=float32)"
598,"tf.Tensor(15.793876, shape=(), dtype=float32)"
599,"tf.Tensor(15.651043, shape=(), dtype=float32)"
600,"tf.Tensor(16.235012, shape=(), dtype=float32)"
601,"tf.Tensor(15.054403, shape=(), dtype=float32)"
602,"tf.Tensor(15.560025, shape=(), dtype=float32)"
603,"tf.Tensor(17.766886, shape=(), dtype=float32)"
604,"tf.Tensor(15.893904, shape=(), dtype=float32)"
605,"tf.Tensor(16.9959, shape=(), dtype=float32)"
606,"tf.Tensor(17.774578, shape=(), dtype=float32)"
607,"tf.Tensor(15.947595, shape=(), dtype=float32)"
608,"tf.Tensor(16.990648, shape=(), dtype=float32)"
609,"tf.Tensor(15.779035, shape=(), dtype=float32)"
610,
611,"tf.Tensor(15.683721, shape=(), dtype=float32)"
612,"tf.Tensor(15.856784, shape=(), dtype=float32)"
613,"tf.Tensor(14.856481, shape=(), dtype=float32)"
614,"tf.Tensor(15.465765, shape=(), dtype=float32)"
615,"tf.Tensor(16.203203, shape=(), dtype=float32)"
616,"tf.Tensor(17.023481, shape=(), dtype=float32)"
617,"tf.Tensor(15.359859, shape=(), dtype=float32)"
618,"tf.Tensor(15.845517, shape=(), dtype=float32)"
619,"tf.Tensor(16.819347, shape=(), dtype=float32)"
620,"tf.Tensor(16.474638, shape=(), dtype=float32)"
621,"tf.Tensor(14.532594, shape=(), dtype=float32)"
622,"tf.Tensor(16.246311, shape=(), dtype=float32)"
623,"tf.Tensor(16.919188, shape=(), dtype=float32)"
624,"tf.Tensor(16.395584, shape=(), dtype=float32)"
625,"tf.Tensor(15.542427, shape=(), dtype=float32)"
626,"tf.Tensor(16.00305, shape=(), dtype=float32)"
627,"tf.Tensor(15.2953615, shape=(), dtype=float32)"
628,"tf.Tensor(16.401525, shape=(), dtype=float32)"
629,"tf.Tensor(16.393354, shape=(), dtype=float32)"
630,"tf.Tensor(16.097643, shape=(), dtype=float32)"
631,"tf.Tensor(16.631077, shape=(), dtype=float32)"
632,"tf.Tensor(16.68314, shape=(), dtype=float32)"
633,"tf.Tensor(14.764386, shape=(), dtype=float32)"
634,"tf.Tensor(14.996616, shape=(), dtype=float32)"
635,"tf.Tensor(16.657759, shape=(), dtype=float32)"
636,"tf.Tensor(14.286644, shape=(), dtype=float32)"
637,"tf.Tensor(14.995007, shape=(), dtype=float32)"
638,"tf.Tensor(16.004717, shape=(), dtype=float32)"
639,"tf.Tensor(16.577856, shape=(), dtype=float32)"
640,"tf.Tensor(16.384445, shape=(), dtype=float32)"
641,"tf.Tensor(14.331879, shape=(), dtype=float32)"
642,"tf.Tensor(15.94101, shape=(), dtype=float32)"
643,"tf.Tensor(16.58338, shape=(), dtype=float32)"
644,"tf.Tensor(15.127565, shape=(), dtype=float32)"
645,"tf.Tensor(16.480701, shape=(), dtype=float32)"
646,"tf.Tensor(17.60144, shape=(), dtype=float32)"
647,"tf.Tensor(16.00367, shape=(), dtype=float32)"
648,"tf.Tensor(17.155224, shape=(), dtype=float32)"
649,"tf.Tensor(16.920477, shape=(), dtype=float32)"
650,"tf.Tensor(16.223759, shape=(), dtype=float32)"
651,"tf.Tensor(14.232311, shape=(), dtype=float32)"
652,"tf.Tensor(16.39269, shape=(), dtype=float32)"
653,"tf.Tensor(16.097027, shape=(), dtype=float32)"
654,"tf.Tensor(15.777214, shape=(), dtype=float32)"
655,"tf.Tensor(14.991854, shape=(), dtype=float32)"
656,"tf.Tensor(17.095898, shape=(), dtype=float32)"
657,"tf.Tensor(17.001997, shape=(), dtype=float32)"
658,"tf.Tensor(15.99262, shape=(), dtype=float32)"
659,"tf.Tensor(15.050421, shape=(), dtype=float32)"
660,"tf.Tensor(15.131277, shape=(), dtype=float32)"
661,"tf.Tensor(14.973959, shape=(), dtype=float32)"
662,"tf.Tensor(17.486301, shape=(), dtype=float32)"
663,"tf.Tensor(15.363414, shape=(), dtype=float32)"
664,"tf.Tensor(16.503752, shape=(), dtype=float32)"
665,"tf.Tensor(14.684559, shape=(), dtype=float32)"
666,"tf.Tensor(14.829917, shape=(), dtype=float32)"
667,"tf.Tensor(15.600242, shape=(), dtype=float32)"
668,"tf.Tensor(15.237918, shape=(), dtype=float32)"
669,"tf.Tensor(17.084894, shape=(), dtype=float32)"
670,"tf.Tensor(17.21561, shape=(), dtype=float32)"
671,"tf.Tensor(17.180628, shape=(), dtype=float32)"
672,"tf.Tensor(14.906357, shape=(), dtype=float32)"
673,"tf.Tensor(15.680645, shape=(), dtype=float32)"
674,"tf.Tensor(17.128366, shape=(), dtype=float32)"
675,"tf.Tensor(14.976981, shape=(), dtype=float32)"
676,"tf.Tensor(15.994761, shape=(), dtype=float32)"
677,"tf.Tensor(15.18517, shape=(), dtype=float32)"
678,"tf.Tensor(17.107061, shape=(), dtype=float32)"
679,"tf.Tensor(17.602718, shape=(), dtype=float32)"
680,"tf.Tensor(16.13498, shape=(), dtype=float32)"
681,"tf.Tensor(15.342546, shape=(), dtype=float32)"
682,"tf.Tensor(17.839045, shape=(), dtype=float32)"
683,"tf.Tensor(15.526213, shape=(), dtype=float32)"
684,"tf.Tensor(14.853755, shape=(), dtype=float32)"
685,"tf.Tensor(17.325651, shape=(), dtype=float32)"
686,"tf.Tensor(16.400202, shape=(), dtype=float32)"
687,"tf.Tensor(16.490736, shape=(), dtype=float32)"
688,"tf.Tensor(15.368452, shape=(), dtype=float32)"
689,"tf.Tensor(16.127048, shape=(), dtype=float32)"
690,"tf.Tensor(17.083761, shape=(), dtype=float32)"
691,"tf.Tensor(14.961589, shape=(), dtype=float32)"
692,"tf.Tensor(16.803497, shape=(), dtype=float32)"
693,"tf.Tensor(14.326388, shape=(), dtype=float32)"
694,"tf.Tensor(14.770991, shape=(), dtype=float32)"
695,"tf.Tensor(16.32465, shape=(), dtype=float32)"
696,"tf.Tensor(14.852334, shape=(), dtype=float32)"
697,"tf.Tensor(15.639653, shape=(), dtype=float32)"
698,"tf.Tensor(15.776046, shape=(), dtype=float32)"
699,"tf.Tensor(16.759214, shape=(), dtype=float32)"
700,"tf.Tensor(16.87231, shape=(), dtype=float32)"
701,"tf.Tensor(16.426405, shape=(), dtype=float32)"
702,"tf.Tensor(15.024499, shape=(), dtype=float32)"
703,"tf.Tensor(16.90029, shape=(), dtype=float32)"
704,"tf.Tensor(16.892242, shape=(), dtype=float32)"
705,"tf.Tensor(16.40892, shape=(), dtype=float32)"
706,"tf.Tensor(14.5644245, shape=(), dtype=float32)"
707,"tf.Tensor(17.380417, shape=(), dtype=float32)"
708,"tf.Tensor(17.447964, shape=(), dtype=float32)"
709,"tf.Tensor(14.962318, shape=(), dtype=float32)"
710,"tf.Tensor(16.360256, shape=(), dtype=float32)"
711,"tf.Tensor(16.72293, shape=(), dtype=float32)"
712,"tf.Tensor(16.785097, shape=(), dtype=float32)"
713,"tf.Tensor(16.459501, shape=(), dtype=float32)"
714,"tf.Tensor(16.189175, shape=(), dtype=float32)"
715,"tf.Tensor(16.193106, shape=(), dtype=float32)"
716,"tf.Tensor(15.580572, shape=(), dtype=float32)"
717,"tf.Tensor(16.591202, shape=(), dtype=float32)"
718,"tf.Tensor(15.691493, shape=(), dtype=float32)"
719,"tf.Tensor(14.384816, shape=(), dtype=float32)"
720,"tf.Tensor(16.055332, shape=(), dtype=float32)"
721,"tf.Tensor(15.371147, shape=(), dtype=float32)"
722,"tf.Tensor(15.3595295, shape=(), dtype=float32)"
723,"tf.Tensor(15.857591, shape=(), dtype=float32)"
724,"tf.Tensor(13.767434, shape=(), dtype=float32)"
725,"tf.Tensor(15.628864, shape=(), dtype=float32)"
726,"tf.Tensor(13.214301, shape=(), dtype=float32)"
727,"tf.Tensor(16.004892, shape=(), dtype=float32)"
728,"tf.Tensor(15.3173485, shape=(), dtype=float32)"
729,"tf.Tensor(14.645675, shape=(), dtype=float32)"
730,"tf.Tensor(16.739153, shape=(), dtype=float32)"
731,"tf.Tensor(16.469677, shape=(), dtype=float32)"
732,"tf.Tensor(14.635308, shape=(), dtype=float32)"
733,"tf.Tensor(15.004008, shape=(), dtype=float32)"
734,"tf.Tensor(17.19795, shape=(), dtype=float32)"
735,"tf.Tensor(14.621789, shape=(), dtype=float32)"
736,"tf.Tensor(16.96683, shape=(), dtype=float32)"
737,"tf.Tensor(16.242878, shape=(), dtype=float32)"
738,"tf.Tensor(17.214613, shape=(), dtype=float32)"
739,"tf.Tensor(14.930441, shape=(), dtype=float32)"
740,"tf.Tensor(15.958048, shape=(), dtype=float32)"
741,"tf.Tensor(17.193853, shape=(), dtype=float32)"
742,"tf.Tensor(17.061611, shape=(), dtype=float32)"
743,"tf.Tensor(15.796521, shape=(), dtype=float32)"
744,"tf.Tensor(15.412768, shape=(), dtype=float32)"
745,"tf.Tensor(15.475251, shape=(), dtype=float32)"
746,"tf.Tensor(16.563906, shape=(), dtype=float32)"
747,"tf.Tensor(17.002905, shape=(), dtype=float32)"
748,"tf.Tensor(16.288042, shape=(), dtype=float32)"
749,"tf.Tensor(15.647165, shape=(), dtype=float32)"
750,"tf.Tensor(16.46607, shape=(), dtype=float32)"
751,"tf.Tensor(16.451878, shape=(), dtype=float32)"
752,"tf.Tensor(15.0754175, shape=(), dtype=float32)"
753,"tf.Tensor(17.253942, shape=(), dtype=float32)"
754,"tf.Tensor(15.330528, shape=(), dtype=float32)"
755,"tf.Tensor(15.330528, shape=(), dtype=float32)"
756,"tf.Tensor(16.118914, shape=(), dtype=float32)"
757,"tf.Tensor(15.215315, shape=(), dtype=float32)"
758,"tf.Tensor(16.954601, shape=(), dtype=float32)"
759,"tf.Tensor(15.34433, shape=(), dtype=float32)"
760,"tf.Tensor(14.090829, shape=(), dtype=float32)"
761,"tf.Tensor(17.133509, shape=(), dtype=float32)"
762,"tf.Tensor(14.466578, shape=(), dtype=float32)"
763,"tf.Tensor(16.292965, shape=(), dtype=float32)"
764,"tf.Tensor(14.715661, shape=(), dtype=float32)"
765,"tf.Tensor(15.395418, shape=(), dtype=float32)"
766,"tf.Tensor(15.580604, shape=(), dtype=float32)"
767,"tf.Tensor(16.12945, shape=(), dtype=float32)"
768,"tf.Tensor(15.814714, shape=(), dtype=float32)"
769,"tf.Tensor(15.375253, shape=(), dtype=float32)"
770,"tf.Tensor(14.941035, shape=(), dtype=float32)"
771,"tf.Tensor(15.22555, shape=(), dtype=float32)"
772,"tf.Tensor(16.949432, shape=(), dtype=float32)"
773,"tf.Tensor(14.092409, shape=(), dtype=float32)"
774,"tf.Tensor(15.020129, shape=(), dtype=float32)"
775,"tf.Tensor(15.7581415, shape=(), dtype=float32)"
776,"tf.Tensor(16.695272, shape=(), dtype=float32)"
777,"tf.Tensor(14.606817, shape=(), dtype=float32)"
778,"tf.Tensor(15.539473, shape=(), dtype=float32)"
779,"tf.Tensor(14.499621, shape=(), dtype=float32)"
780,"tf.Tensor(15.5658455, shape=(), dtype=float32)"
781,"tf.Tensor(16.68021, shape=(), dtype=float32)"
782,"tf.Tensor(17.471727, shape=(), dtype=float32)"
783,"tf.Tensor(14.5651045, shape=(), dtype=float32)"
784,"tf.Tensor(14.875424, shape=(), dtype=float32)"
785,"tf.Tensor(16.564482, shape=(), dtype=float32)"
786,"tf.Tensor(15.84253, shape=(), dtype=float32)"
787,"tf.Tensor(15.991792, shape=(), dtype=float32)"
788,"tf.Tensor(16.175848, shape=(), dtype=float32)"
789,"tf.Tensor(16.97894, shape=(), dtype=float32)"
790,"tf.Tensor(15.90825, shape=(), dtype=float32)"
791,"tf.Tensor(14.934176, shape=(), dtype=float32)"
792,"tf.Tensor(14.862799, shape=(), dtype=float32)"
793,"tf.Tensor(16.965584, shape=(), dtype=float32)"
794,"tf.Tensor(17.098623, shape=(), dtype=float32)"
795,"tf.Tensor(14.286644, shape=(), dtype=float32)"
796,"tf.Tensor(15.334509, shape=(), dtype=float32)"
797,"tf.Tensor(15.509359, shape=(), dtype=float32)"
798,"tf.Tensor(16.149925, shape=(), dtype=float32)"
799,"tf.Tensor(16.19334, shape=(), dtype=float32)"
800,"tf.Tensor(14.899108, shape=(), dtype=float32)"
801,"tf.Tensor(15.796292, shape=(), dtype=float32)"
802,"tf.Tensor(16.093868, shape=(), dtype=float32)"
803,"tf.Tensor(14.902806, shape=(), dtype=float32)"
804,"tf.Tensor(15.839144, shape=(), dtype=float32)"
805,"tf.Tensor(15.003024, shape=(), dtype=float32)"
806,"tf.Tensor(16.569866, shape=(), dtype=float32)"
807,"tf.Tensor(15.799218, shape=(), dtype=float32)"
808,"tf.Tensor(15.334656, shape=(), dtype=float32)"
809,"tf.Tensor(15.205152, shape=(), dtype=float32)"
810,"tf.Tensor(17.468214, shape=(), dtype=float32)"
811,"tf.Tensor(15.332613, shape=(), dtype=float32)"
812,"tf.Tensor(14.809682, shape=(), dtype=float32)"
813,"tf.Tensor(16.032358, shape=(), dtype=float32)"
814,"tf.Tensor(17.171034, shape=(), dtype=float32)"
815,"tf.Tensor(15.162836, shape=(), dtype=float32)"
816,"tf.Tensor(15.216533, shape=(), dtype=float32)"
817,"tf.Tensor(14.81829, shape=(), dtype=float32)"
818,"tf.Tensor(14.9246855, shape=(), dtype=float32)"
819,"tf.Tensor(16.476637, shape=(), dtype=float32)"
820,"tf.Tensor(14.6653385, shape=(), dtype=float32)"
821,"tf.Tensor(15.985085, shape=(), dtype=float32)"
822,"tf.Tensor(15.807035, shape=(), dtype=float32)"
823,"tf.Tensor(15.827233, shape=(), dtype=float32)"
824,"tf.Tensor(16.98356, shape=(), dtype=float32)"
825,"tf.Tensor(14.98952, shape=(), dtype=float32)"
826,"tf.Tensor(14.09289, shape=(), dtype=float32)"
827,"tf.Tensor(15.972661, shape=(), dtype=float32)"
828,"tf.Tensor(15.628384, shape=(), dtype=float32)"
829,"tf.Tensor(16.692463, shape=(), dtype=float32)"
830,"tf.Tensor(15.959225, shape=(), dtype=float32)"
831,"tf.Tensor(17.118969, shape=(), dtype=float32)"
832,"tf.Tensor(16.484129, shape=(), dtype=float32)"
833,"tf.Tensor(15.686062, shape=(), dtype=float32)"
834,"tf.Tensor(15.276765, shape=(), dtype=float32)"
835,"tf.Tensor(16.98098, shape=(), dtype=float32)"
836,"tf.Tensor(16.900913, shape=(), dtype=float32)"
837,"tf.Tensor(14.76459, shape=(), dtype=float32)"
838,"tf.Tensor(17.17901, shape=(), dtype=float32)"
839,"tf.Tensor(16.695992, shape=(), dtype=float32)"
840,"tf.Tensor(14.856268, shape=(), dtype=float32)"
841,"tf.Tensor(14.219632, shape=(), dtype=float32)"
842,"tf.Tensor(15.238122, shape=(), dtype=float32)"
843,"tf.Tensor(17.642645, shape=(), dtype=float32)"
844,"tf.Tensor(15.304067, shape=(), dtype=float32)"
845,"tf.Tensor(15.470743, shape=(), dtype=float32)"
846,"tf.Tensor(15.222833, shape=(), dtype=float32)"
847,"tf.Tensor(17.11075, shape=(), dtype=float32)"
848,"tf.Tensor(15.383884, shape=(), dtype=float32)"
849,"tf.Tensor(15.535041, shape=(), dtype=float32)"
850,"tf.Tensor(14.031921, shape=(), dtype=float32)"
851,"tf.Tensor(16.635555, shape=(), dtype=float32)"
852,"tf.Tensor(15.227834, shape=(), dtype=float32)"
853,"tf.Tensor(16.806055, shape=(), dtype=float32)"
854,"tf.Tensor(15.462989, shape=(), dtype=float32)"
855,"tf.Tensor(16.775377, shape=(), dtype=float32)"
856,"tf.Tensor(13.8427925, shape=(), dtype=float32)"
857,"tf.Tensor(17.771717, shape=(), dtype=float32)"
858,"tf.Tensor(16.386564, shape=(), dtype=float32)"
859,"tf.Tensor(14.640896, shape=(), dtype=float32)"
860,"tf.Tensor(15.866056, shape=(), dtype=float32)"
861,"tf.Tensor(15.740558, shape=(), dtype=float32)"
862,"tf.Tensor(15.48645, shape=(), dtype=float32)"
863,"tf.Tensor(16.777025, shape=(), dtype=float32)"
864,"tf.Tensor(15.587073, shape=(), dtype=float32)"
865,"tf.Tensor(15.765668, shape=(), dtype=float32)"
866,"tf.Tensor(16.040297, shape=(), dtype=float32)"
867,"tf.Tensor(15.482412, shape=(), dtype=float32)"
868,"tf.Tensor(16.076883, shape=(), dtype=float32)"
869,"tf.Tensor(15.51123, shape=(), dtype=float32)"
870,"tf.Tensor(16.089054, shape=(), dtype=float32)"
871,"tf.Tensor(16.857008, shape=(), dtype=float32)"
872,"tf.Tensor(16.131636, shape=(), dtype=float32)"
873,"tf.Tensor(16.67211, shape=(), dtype=float32)"
874,"tf.Tensor(15.837528, shape=(), dtype=float32)"
875,"tf.Tensor(16.002771, shape=(), dtype=float32)"
876,"tf.Tensor(17.946848, shape=(), dtype=float32)"
877,"tf.Tensor(14.93458, shape=(), dtype=float32)"
878,"tf.Tensor(14.026167, shape=(), dtype=float32)"
879,"tf.Tensor(16.455746, shape=(), dtype=float32)"
880,"tf.Tensor(15.256034, shape=(), dtype=float32)"
881,"tf.Tensor(15.023672, shape=(), dtype=float32)"
882,"tf.Tensor(16.969994, shape=(), dtype=float32)"
883,"tf.Tensor(14.881603, shape=(), dtype=float32)"
884,"tf.Tensor(15.516304, shape=(), dtype=float32)"
885,"tf.Tensor(14.868952, shape=(), dtype=float32)"
886,"tf.Tensor(15.1631975, shape=(), dtype=float32)"
887,"tf.Tensor(15.647523, shape=(), dtype=float32)"
888,"tf.Tensor(17.097862, shape=(), dtype=float32)"
889,"tf.Tensor(16.72416, shape=(), dtype=float32)"
890,"tf.Tensor(17.60678, shape=(), dtype=float32)"
891,"tf.Tensor(16.739561, shape=(), dtype=float32)"
892,"tf.Tensor(16.6119, shape=(), dtype=float32)"
893,"tf.Tensor(18.196074, shape=(), dtype=float32)"
894,"tf.Tensor(15.8091545, shape=(), dtype=float32)"
895,"tf.Tensor(18.02126, shape=(), dtype=float32)"
896,"tf.Tensor(14.836302, shape=(), dtype=float32)"
897,"tf.Tensor(15.300727, shape=(), dtype=float32)"
898,"tf.Tensor(16.097027, shape=(), dtype=float32)"
899,"tf.Tensor(14.932761, shape=(), dtype=float32)"
900,"tf.Tensor(16.715261, shape=(), dtype=float32)"
901,"tf.Tensor(16.538797, shape=(), dtype=float32)"
902,"tf.Tensor(15.664385, shape=(), dtype=float32)"
903,"tf.Tensor(16.858242, shape=(), dtype=float32)"
904,"tf.Tensor(15.752264, shape=(), dtype=float32)"
905,"tf.Tensor(15.500959, shape=(), dtype=float32)"
906,"tf.Tensor(15.569296, shape=(), dtype=float32)"
907,"tf.Tensor(17.154882, shape=(), dtype=float32)"
908,"tf.Tensor(15.444185, shape=(), dtype=float32)"
909,"tf.Tensor(16.784563, shape=(), dtype=float32)"
910,"tf.Tensor(15.308724, shape=(), dtype=float32)"
911,"tf.Tensor(12.949137, shape=(), dtype=float32)"
912,"tf.Tensor(16.078066, shape=(), dtype=float32)"
913,"tf.Tensor(16.276083, shape=(), dtype=float32)"
914,"tf.Tensor(15.128335, shape=(), dtype=float32)"
915,"tf.Tensor(16.873072, shape=(), dtype=float32)"
916,"tf.Tensor(16.149044, shape=(), dtype=float32)"
917,"tf.Tensor(16.104462, shape=(), dtype=float32)"
918,"tf.Tensor(15.670983, shape=(), dtype=float32)"
919,"tf.Tensor(15.522017, shape=(), dtype=float32)"
920,"tf.Tensor(16.756384, shape=(), dtype=float32)"
921,"tf.Tensor(14.446891, shape=(), dtype=float32)"
922,"tf.Tensor(15.040433, shape=(), dtype=float32)"
923,"tf.Tensor(14.474555, shape=(), dtype=float32)"
924,
925,"tf.Tensor(16.978014, shape=(), dtype=float32)"
926,"tf.Tensor(14.260345, shape=(), dtype=float32)"
927,"tf.Tensor(16.50953, shape=(), dtype=float32)"
928,"tf.Tensor(14.0833235, shape=(), dtype=float32)"
929,"tf.Tensor(16.799095, shape=(), dtype=float32)"
930,"tf.Tensor(16.658371, shape=(), dtype=float32)"
931,"tf.Tensor(17.153505, shape=(), dtype=float32)"
932,"tf.Tensor(16.327335, shape=(), dtype=float32)"
933,"tf.Tensor(16.191576, shape=(), dtype=float32)"
