,number_of_pixels
5763,1.1178
5764,1.51164
5765,1.728
5766,0.9
5767,0.3692
5768,0.576
5769,1.5165
5770,1.599
5771,0.992
5772,0.576
5773,0.4736
5774,
5775,0.9
5776,0.904
5777,0.50176
5778,1.4
5779,1.024
5780,1.0
5781,0.35
5782,0.52185
5783,0.62418
