,number_of_pixels
3889,1.035
3890,1.296
3891,0.6615
3892,0.9555
3893,1.71072
3894,0.76384
3895,0.588
3896,0.404
3897,0.6848
3898,1.0704
3899,0.501
3900,1.296
3901,2.50328
3902,0.441
3903,1.1264
3904,2.50328
3905,1.07
3906,0.13041
3907,2.6772
3908,1.2528
3909,0.756
3910,1.3995
3911,0.96
3912,1.296
3913,1.405
3914,2.028
3915,0.1695
3916,1.05
3917,0.9504
3918,1.26825
3919,2.028
3920,1.42623
3921,1.265
3922,1.296
3923,0.6976
3924,1.3524
3925,1.04
3926,1.04
3927,1.3296
3928,1.6416
3929,1.296
3930,0.3
3931,2.4616
3932,0.7272
3933,1.296
3934,5.184
3935,1.2395
3936,1.14
3937,0.9504
3938,1.248
3939,1.92
3940,1.1385
3941,1.296
3942,0.334
3943,0.68864
3944,1.344
3945,0.768
3946,1.44
3947,0.8184
3948,0.31659
3949,1.2912
3950,0.4625
3951,0.6
3952,0.8145
3953,1.32468
3954,1.1396
3955,3.072
3956,0.904
3957,3.264
3958,0.13041
3959,1.445
3960,1.085
3961,0.3773
3962,1.2
3963,0.639
3964,0.4352
3965,1.248
3966,0.7061
3967,0.45325
3968,1.26
3969,1.38325
3970,0.8771
3971,0.9
3972,1.728
3973,1.296
3974,5.29074
3975,1.445
3976,1.135
3977,0.216
3978,1.38384
3979,1.27
3980,0.7239
3981,0.496
3982,1.36125
3983,0.49
3984,0.645
3985,1.33764
3986,1.296
3987,2.25348
3988,2.028
3989,0.675
3990,1.375
3991,1.296
3992,0.5632
3993,1.866
3994,1.62
3995,0.88531
3996,0.6895
3997,1.525
3998,0.3234
3999,0.9
4000,2.68496
4001,0.59475
4002,0.6895
4003,1.25
4004,0.529
4005,11.952
4006,1.518
4007,5.19168
4008,1.10592
4009,1.728
4010,0.35
4011,0.378
4012,0.69825
4013,1.2
4014,0.6132
4015,1.63
4016,1.1
4017,2.028
4018,1.2864
4019,0.74002
4020,1.41564
4021,1.985
4022,1.11
4023,1.285
4024,1.065
4025,0.576
4026,1.145
4027,1.47456
4028,1.25
4029,0.384
4030,1.405
4031,1.17
4032,0.768
4033,1.59
4034,2.48418
4035,4.06504
4036,1.7208
4037,1.875
4038,1.03
4039,1.25
4040,0.7733
4041,0.5568
4042,0.91136
4043,1.41
4044,0.824
4045,0.3675
4046,1.27
4047,1.035
4048,3.592
4049,0.6895
4050,1.536
4051,1.3104
4052,0.5635
4053,1.365
4054,1.13
4055,0.812
4056,1.128
4057,1.065
4058,0.078
4059,0.597
4060,0.573
4061,2.3925
4062,1.296
4063,0.768
4064,1.38105
4065,0.343
4066,1.7152
4067,0.9408
4068,2.1638
4069,0.675
4070,0.768
4071,0.66456
4072,0.73304
4073,0.6372
4074,0.52324
4075,1.66632
4076,1.59
4077,2.9232
4078,3.0
4079,4.096
4080,5.1552
4081,1.205
4082,0.896
4083,2.9232
4084,0.768
4085,0.99775
4086,0.96585
4087,3.3792
4088,1.12871
4089,1.143
4090,1.035
4091,1.3395
4092,1.518
4093,0.465
4094,0.3456
4095,0.343
4096,1.296
4097,0.6895
4098,0.972
4099,1.13344
4100,1.41
4101,1.296
4102,0.6125
4103,2.304
4104,0.5292
4105,0.86546
4106,0.52432
4107,2.20056
4108,2.2336
4109,1.587
4110,1.35
4111,1.1125
4112,1.7184
4113,1.345
4114,1.2
4115,0.507
4116,1.55
4117,1.14648
4118,1.421
4119,1.275
4120,1.0
4121,0.324
4122,0.688
4123,1.488
4124,2.9088
4125,0.6816
4126,0.72518
4127,1.2
4128,0.625
4129,2.304
4130,0.972
4131,1.035
4132,0.3808
4133,0.667
4134,0.41952
4135,1.866
4136,1.5847
4137,0.564
4138,1.535
4139,0.87465
4140,0.564
4141,0.896
4142,0.528
4143,9.216
4144,0.13041
4145,0.8126
4146,1.065
4147,9.216
4148,9.216
4149,1.1175
4150,1.296
4151,0.724
4152,0.6264
4153,0.4165
4154,1.18
4155,1.5456
4156,1.32
4157,0.8946
4158,1.265
4159,1.405
4160,1.296
4161,1.1655
4162,0.6784
4163,0.64
4164,0.6372
4165,1.82
4166,0.9638
4167,1.5847
4168,5.184
4169,1.296
4170,1.375
4171,0.7308
4172,0.66392
4173,0.963
4174,0.81955
4175,1.405
4176,0.585
4177,1.35456
4178,1.25
4179,0.392
4180,0.56375
4181,0.8019
4182,1.107
4183,0.678
4184,1.1025
4185,0.675
4186,1.02492
4187,0.87
4188,0.8798
4189,1.37448
4190,1.296
4191,1.9588
4192,1.2274
4193,1.35
4194,0.65207
4195,0.3808
4196,1.0336
4197,1.96608
4198,0.5814
4199,0.13041
4200,3.3117
4201,0.4
4202,2.9088
4203,1.3524
4204,1.728
4205,1.40219
4206,0.8155
4207,3.6
4208,1.62168
4209,2.9088
4210,0.625
4211,0.5984
4212,0.504
4213,0.222
4214,1.296
4215,0.384
4216,1.521
4217,1.224
4218,0.13041
4219,0.852
4220,1.59
4221,1.728
4222,1.41
4223,1.32396
4224,1.296
4225,0.89505
4226,0.441
4227,0.846
4228,1.2
4229,0.9384
4230,1.875
4231,2.5344
4232,1.1
4233,0.42781
4234,0.88804
4235,1.2
4236,0.59925
4237,0.5728
4238,2.6772
4239,0.9384
4240,0.82944
4241,1.2912
4242,0.49
4243,1.0
4244,0.67275
4245,0.43771
4246,1.0375
4247,0.768
4248,0.4165
4249,1.39
4250,0.5418
4251,1.665
4252,0.69
4253,0.65207
4254,1.2
4255,1.08018
4256,1.1
4257,0.704
4258,1.5824
4259,0.512
4260,1.26
4261,0.768
4262,0.888
4263,4.54
4264,1.41
4265,0.53655
4266,0.43855
4267,1.168
4268,0.302
4269,1.36
4270,0.432
4271,1.33
4272,1.685
4273,1.0416
4274,1.71072
4275,0.13041
4276,1.405
4277,1.728
4278,0.768
4279,0.308
4280,1.32506
4281,0.832
4282,1.375
4283,1.37334
4284,2.664
4285,1.035
4286,1.728
4287,0.60291
4288,1.728
4289,0.13041
4290,0.13041
4291,0.13041
4292,0.13041
4293,0.13041
4294,0.13041
4295,0.13041
4296,1.296
4297,0.6762
4298,0.678
4299,1.2
4300,1.0147
4301,0.47775
4302,0.3586
4303,1.0224
4304,1.54
4305,0.4654
4306,0.6
4307,0.896
4308,3.6
4309,1.728
4310,1.296
4311,0.76384
4312,1.795
4313,1.3944
4314,0.904
4315,0.59987
4316,1.089
4317,1.3475
4318,1.296
4319,0.441
4320,0.686
4321,0.686
4322,2.9232
4323,0.2603
4324,1.535
4325,1.452
4326,1.96608
4327,1.728
4328,0.75602
4329,1.0912
4330,1.296
4331,1.875
4332,1.45
4333,0.13041
4334,1.0001
4335,0.3206
4336,1.405
4337,1.1424
4338,0.53111
4339,1.47456
4340,0.3
4341,0.768
4342,0.819
4343,0.28
4344,0.4851
4345,1.355
4346,1.296
4347,0.972
4348,0.576
4349,0.768
4350,2.9088
4351,0.316
4352,1.39
4353,0.768
4354,6.0
4355,0.334
4356,0.13041
4357,1.3008
4358,1.36
4359,1.296
4360,1.89987
4361,1.405
4362,1.055
4363,1.296
4364,3.072
4365,1.488
4366,2.664
4367,0.92928
4368,0.625
4369,1.2852
4370,1.8942
4371,1.24
4372,1.152
4373,2.758
4374,0.5481
4375,0.576
4376,1.728
4377,0.7308
4378,0.651
4379,1.035
4380,1.2816
4381,1.59
4382,9.216
4383,0.13041
4384,1.2042
4385,1.376
4386,1.405
4387,0.4165
4388,1.0432
4389,1.345
4390,0.824
4391,1.1264
4392,0.363
4393,0.5792
4394,1.25
4395,1.36
4396,6.53224
4397,0.9
4398,1.7568
4399,1.1952
4400,1.296
4401,0.67308
4402,2.9088
4403,0.9
4404,0.53165
4405,0.768
4406,0.588
4407,0.76
4408,0.46284
4409,1.0368
4410,1.2864
4411,1.41
4412,2.09716
4413,0.9
4414,0.44178
4415,1.0397
4416,0.896
4417,0.7648
4418,1.33
4419,1.405
4420,0.13041
4421,0.525
4422,1.42
4423,0.625
4424,1.405
4425,0.56
4426,0.57694
4427,0.9
4428,1.405
4429,5.136
4430,1.12592
4431,1.385
4432,0.9792
4433,1.405
4434,0.625
4435,0.35
4436,1.88328
4437,0.5976
4438,0.9585
4439,1.3916
4440,0.35
4441,5.184
4442,1.39
4443,0.938
4444,1.39
4445,1.405
4446,1.728
4447,1.296
4448,1.728
4449,0.35
4450,1.2587
4451,1.2
4452,0.53133
4453,1.55832
4454,1.975
4455,0.13041
4456,1.685
4457,0.6592
4458,1.225
4459,1.2395
4460,0.68
4461,1.63
4462,0.298
4463,1.0
4464,0.7168
4465,1.998
4466,1.38
4467,1.17
4468,0.768
4469,0.6762
4470,0.784
4471,0.9
4472,1.065
4473,0.53111
4474,0.72
4475,1.69344
4476,0.507
4477,0.675
4478,1.2912
4479,1.3152
4480,0.768
4481,0.3285
4482,0.30272
4483,1.405
4484,0.77064
4485,0.96
4486,0.98406
4487,2.304
4488,4.0132
4489,0.513
4490,2.3951
4491,2.379
4492,0.4816
4493,0.62418
4494,0.507
4495,2.304
4496,0.4862
4497,0.712
4498,1.10592
4499,0.4116
4500,1.405
4501,2.187
4502,2.187
4503,1.2576
4504,0.43681
4505,0.61075
4506,2.9088
4507,0.768
4508,1.39
4509,0.9912
4510,1.49
4511,0.7497
4512,1.077
4513,0.9
4514,1.144
4515,0.396
4516,1.47065
4517,1.05672
4518,2.304
4519,0.29866
4520,0.535
4521,1.296
4522,1.728
4523,0.972
4524,2.916
4525,1.296
4526,1.296
4527,0.9
4528,1.2864
4529,1.01575
4530,0.8928
4531,0.5809
4532,1.795
4533,0.26705
4534,0.67731
4535,0.5452
4536,2.0
4537,0.7839
4538,2.90072
4539,0.00525
4540,0.224
4541,0.7696
4542,0.13041
4543,1.875
4544,1.296
4545,1.495
4546,1.1385
4547,0.96
4548,1.16688
4549,0.768
4550,0.693
4551,0.912
4552,0.504
4553,0.96
4554,0.69451
4555,0.93726
4556,1.512
4557,1.405
4558,1.8734
4559,2.916
4560,0.51568
4561,1.04874
4562,0.62245
4563,1.405
4564,1.055
4565,0.13041
4566,0.48608
4567,0.256
4568,1.96608
4569,0.87538
4570,1.296
4571,1.875
4572,0.712
4573,0.13041
4574,0.5824
4575,1.2192
4576,1.2
4577,0.558
4578,0.564
4579,0.13041
4580,0.55554
4581,0.768
4582,1.04
4583,1.345
4584,3.904
4585,1.3021
4586,1.296
4587,0.675
4588,0.432
4589,0.49
4590,1.0363
4591,0.9
4592,0.25944
4593,1.1225
4594,1.296
4595,0.768
4596,1.00014
4597,2.03392
4598,0.66392
4599,0.13041
4600,0.992
4601,0.735
4602,2.1504
4603,2.028
4604,1.285
4605,0.9
4606,1.65
4607,1.728
4608,0.3904
4609,0.43681
4610,0.6895
4611,0.4655
4612,0.376
4613,1.452
4614,0.82256
4615,1.296
4616,2.664
4617,2.162
4618,1.86626
4619,2.44281
4620,2.11875
4621,0.76632
4622,1.296
4623,1.296
4624,0.60025
4625,1.518
4626,0.9
4627,5.184
4628,0.35
4629,0.35
4630,1.265
4631,1.39
4632,1.083
4633,1.30893
4634,0.575
4635,1.25552
4636,0.66864
4637,0.87904
4638,0.872
4639,1.3824
4640,0.904
4641,1.405
4642,1.0375
4643,0.5439
4644,0.67416
4645,1.8912
4646,0.3
4647,2.25
4648,0.507
4649,0.6372
4650,1.42
4651,0.48
4652,1.0143
4653,4.17
4654,0.9696
4655,0.35
4656,0.326
4657,1.805
4658,1.1025
4659,2.304
4660,0.6499
4661,0.13041
4662,0.5568
4663,0.486
4664,1.70929
4665,1.09461
4666,0.904
4667,0.576
4668,2.90565
4669,0.54338
4670,1.26
4671,1.4
4672,0.724
4673,0.7272
4674,0.64435
4675,2.90072
4676,0.224
4677,1.095
4678,0.4025
4679,0.67308
4680,0.57024
4681,0.9
4682,1.405
4683,0.88804
4684,2.355
4685,1.691
4686,0.8
4687,0.6125
4688,1.2
4689,0.9333
4690,0.735
4691,1.5
4692,0.392
4693,1.405
4694,1.0363
4695,1.248
4696,1.2
4697,1.89987
4698,0.27648
4699,0.675
4700,0.564
4701,3.52377
4702,0.13041
4703,1.296
4704,1.296
4705,0.864
4706,1.728
4707,1.728
4708,1.03
4709,1.1534
4710,1.0755
4711,1.5458
4712,1.405
4713,0.50944
4714,1.89987
4715,0.667
4716,1.145
4717,3.321
4718,2.1504
4719,0.712
4720,0.8
4721,2.808
4722,0.62592
4723,0.507
4724,1.14
4725,0.864
4726,0.918
4727,0.9
4728,1.296
4729,0.6125
4730,0.6762
4731,0.8
4732,0.36
4733,1.296
4734,0.432
4735,1.29
4736,1.93536
4737,1.296
4738,0.7105
4739,1.405
4740,0.3
4741,6.01344
4742,0.924
4743,1.445
4744,1.342
4745,1.405
4746,2.304
4747,1.03
4748,1.14745
4749,0.13041
4750,1.35
4751,0.7236
4752,2.712
4753,0.539
4754,0.392
4755,1.296
4756,1.47456
4757,2.022
4758,0.934
4759,0.9131
4760,0.9
4761,1.875
4762,1.41
4763,1.15
4764,1.344
4765,1.599
4766,0.576
4767,0.9205
4768,0.13041
4769,1.405
4770,0.50625
4771,0.864
4772,1.296
4773,2.6772
4774,1.92
4775,0.65856
4776,0.534
4777,0.5184
4778,0.825
4779,1.41
4780,1.728
4781,1.355
4782,0.93
4783,0.4
4784,0.4692
4785,1.2
4786,0.432
4787,0.984
4788,1.6
4789,1.99465
4790,0.67872
4791,0.6804
4792,2.028
4793,0.435
4794,0.7308
4795,0.8323
4796,0.54
4797,0.856
4798,1.21
4799,1.93536
4800,2.304
4801,0.13041
4802,1.405
4803,1.664
4804,1.405
4805,0.7175
4806,0.5712
4807,1.0
4808,0.884
4809,0.532
4810,0.896
4811,1.6
4812,1.47456
4813,1.44096
4814,1.25
4815,0.544
4816,0.9828
4817,2.016
4818,1.055
4819,0.768
4820,0.985
4821,0.9531
4822,0.625
4823,1.7313
4824,1.375
4825,1.3056
4826,0.33368
4827,0.85
4828,1.296
4829,1.599
4830,0.9
4831,0.88257
4832,0.13041
4833,2.90072
4834,0.42828
4835,1.405
4836,0.20382
4837,0.7749
4838,0.54912
4839,0.985
4840,0.3977
4841,1.405
4842,1.296
4843,0.5712
4844,0.59508
4845,1.4
4846,0.13041
4847,1.04
4848,1.3
4849,1.5496
4850,1.05
4851,1.09174
4852,1.565
4853,2.758
4854,1.5865
4855,1.005
4856,1.296
4857,1.405
4858,0.13041
4859,0.48705
4860,1.0176
4861,1.20512
4862,1.11
4863,0.875
4864,1.7355
4865,1.4
4866,2.7864
4867,0.324
4868,1.24
4869,2.27052
4870,0.3675
4871,1.35168
4872,1.13032
4873,0.35
4874,2.0
4875,2.2128
4876,1.504
4877,0.8664
4878,1.375
4879,2.2656
4880,0.54912
4881,0.38874
4882,0.26055
4883,1.025
4884,2.4
4885,0.198
4886,1.39
4887,1.1385
4888,0.912
4889,0.681
4890,1.4
4891,0.5656
4892,0.13041
4893,1.16
4894,1.2
4895,1.405
4896,1.405
4897,1.2
4898,0.4675
4899,1.296
4900,1.0764
4901,1.045
4902,0.4809
4903,1.0224
4904,1.04
4905,1.1655
4906,0.49841
4907,0.44517
4908,0.693
4909,0.38905
4910,0.768
4911,2.09599
4912,0.67335
4913,1.6704
4914,0.868
4915,2.9088
4916,0.507
4917,0.896
4918,1.0
4919,2.304
4920,0.492
4921,1.07
4922,0.47
4923,0.8964
4924,1.2
4925,1.41
4926,0.9828
4927,9.216
4928,0.40888
4929,1.04
4930,1.1051
4931,0.6138
4932,2.688
4933,1.225
4934,3.80325
4935,2.013
4936,1.405
4937,0.441
4938,1.325
4939,0.6549
4940,1.3804
4941,1.24845
4942,1.265
4943,0.89505
4944,0.13041
4945,0.3
4946,0.51072
4947,2.90072
4948,2.028
4949,0.864
4950,0.89152
4951,0.768
4952,1.728
4953,0.68
4954,2.0923
4955,0.96
4956,1.07952
4957,0.5488
4958,0.65207
4959,1.03
4960,0.675
4961,0.3
4962,0.43855
4963,2.6772
4964,1.205
4965,1.8734
4966,1.04
4967,1.32
4968,0.13041
4969,0.3576
4970,0.394
4971,2.304
4972,1.41
4973,0.8052
4974,2.93568
4975,1.824
4976,1.37655
4977,0.91481
4978,1.91
4979,1.296
4980,1.375
4981,2.66262
4982,1.4934
4983,0.13041
4984,0.57
4985,1.47456
4986,0.72474
4987,0.768
4988,0.53165
4989,1.405
4990,1.452
4991,0.256
4992,0.564
4993,1.3
4994,0.79125
4995,1.1
4996,0.529
4997,0.31784
4998,3.46577
4999,0.501
5000,0.892
5001,0.4
5002,2.5
5003,0.82944
5004,1.19738
5005,0.69825
5006,0.3256
5007,1.405
5008,2.17005
5009,0.92664
5010,1.05
5011,1.41
5012,0.432
5013,0.47
5014,0.531
5015,0.904
5016,0.7696
5017,1.4
5018,1.0444
5019,0.9
5020,0.82944
5021,0.13041
5022,0.6895
5023,0.5536
5024,0.678
5025,1.405
5026,2.304
5027,1.165
5028,0.625
5029,0.904
5030,0.384
5031,0.78204
5032,1.405
5033,0.696
5034,0.942
5035,0.57024
5036,2.18685
5037,0.3796
5038,0.672
5039,0.67716
5040,1.165
5041,0.872
5042,0.78914
5043,1.375
5044,0.13041
5045,0.13041
5046,1.445
5047,1.98396
5048,0.7458
5049,1.1856
5050,0.846
5051,1.26
5052,1.545
5053,0.13041
5054,0.65207
5055,6.144
5056,0.7272
5057,0.6386
5058,0.2782
5059,0.507
5060,2.49001
5061,0.9
5062,1.276
5063,1.875
5064,0.539
5065,0.7712
5066,1.12
5067,1.25
5068,1.19296
5069,1.16
5070,1.296
5071,1.0803
5072,0.648
5073,0.13041
5074,0.824
5075,1.8865
5076,1.228
5077,1.4
5078,0.576
5079,0.80348
5080,2.028
5081,1.2576
5082,1.055
5083,0.47
5084,1.728
5085,1.875
5086,0.7
5087,1.0375
5088,0.8399
5089,0.30444
5090,0.55845
5091,0.8
5092,1.405
5093,1.19
5094,1.32066
5095,0.4096
5096,1.41
5097,1.0797
5098,1.0
5099,1.43213
5100,1.296
5101,0.7272
5102,0.864
5103,1.8005
5104,1.395
5105,0.46992
5106,2.304
5107,0.386
5108,1.21002
5109,1.465
5110,0.79625
5111,0.693
5112,0.27889
5113,0.87525
5114,2.145
5115,0.35
5116,1.325
5117,0.288
5118,2.26416
5119,0.50625
5120,0.23
5121,0.686
5122,1.1275
5123,0.9045
5124,0.625
5125,0.795
5126,1.077
5127,0.61985
5128,0.576
5129,0.96657
5130,1.03125
5131,0.3525
5132,0.49
5133,0.88579
5134,0.35525
5135,0.936
5136,1.135
5137,2.304
5138,2.916
5139,0.7625
5140,0.576
5141,1.705
5142,0.432
5143,3.31776
5144,0.82944
5145,1.536
5146,0.90738
5147,0.507
5148,1.27
5149,0.5312
5150,0.35
5151,1.2864
5152,2.065
5153,0.9
5154,1.515
5155,0.609
5156,1.14808
5157,1.44
5158,1.345
5159,0.7272
5160,1.3728
5161,0.812
5162,1.206
5163,0.272
5164,1.36
5165,0.969
5166,0.71824
5167,0.5728
5168,1.2
5169,1.536
5170,0.72518
5171,1.506
5172,0.55615
5173,0.4727
5174,1.14
5175,0.507
5176,0.73255
5177,1.5
5178,1.0
5179,0.36
5180,2.59572
5181,1.32
5182,0.5472
5183,0.67308
5184,2.2032
5185,1.125
5186,0.65246
5187,1.264
5188,0.752
5189,1.3008
5190,1.089
5191,0.4
5192,1.21568
5193,1.7408
5194,0.576
5195,1.25235
5196,0.73632
5197,1.275
5198,0.513
5199,0.13041
5200,0.57732
5201,0.72
5202,0.54
5203,0.85072
5204,4.1272
5205,2.90072
5206,1.0406
5207,0.576
5208,2.0
5209,2.01
5210,0.51
5211,1.515
5212,1.32
5213,0.38979
5214,1.36
5215,0.815
5216,1.6272
5217,0.564
5218,0.625
5219,1.04
5220,1.565
5221,1.13569
5222,0.2751
5223,0.7584
5224,1.3455
5225,0.40626
5226,0.9216
5227,1.04
5228,0.904
5229,1.375
5230,2.6265
5231,1.405
5232,1.296
5233,1.812
5234,0.53133
5235,0.768
5236,1.7865
5237,0.576
5238,1.32207
5239,1.0944
5240,1.33189
5241,1.06196
5242,0.3344
5243,1.4145
5244,0.768
5245,1.3104
5246,1.1328
5247,1.345
5248,0.9
5249,1.296
5250,0.475
5251,0.96657
5252,0.13041
5253,1.08371
5254,0.71022
5255,0.45225
5256,0.65195
5257,2.022
5258,1.47456
5259,1.39
5260,1.86
5261,1.216
5262,0.6681
5263,4.1496
5264,1.11
5265,0.108
5266,1.405
5267,1.405
5268,1.728
5269,0.72518
5270,1.2
5271,1.296
5272,1.44096
5273,1.4016
5274,0.512
5275,1.44
5276,1.41
5277,1.405
5278,0.678
5279,1.135
5280,0.67308
5281,1.21568
5282,2.90072
5283,1.24399
5284,0.58425
5285,0.44556
5286,0.53133
5287,1.264
5288,1.30424
5289,0.9
5290,2.52862
5291,1.0
5292,0.712
5293,0.7488
5294,2.15625
5295,2.304
5296,7.2
5297,0.539
5298,3.6
5299,1.475
5300,1.34773
5301,0.686
5302,1.25745
5303,2.016
5304,1.405
5305,1.0
5306,0.501
5307,1.26825
5308,1.86626
5309,2.013
5310,0.625
5311,0.13041
5312,1.415
5313,1.344
5314,2.304
5315,0.875
5316,0.4171
5317,0.4551
5318,0.9
5319,1.0
5320,0.686
5321,0.9
5322,2.304
5323,2.90072
5324,0.54336
5325,0.672
5326,3.072
5327,0.60025
5328,0.7105
5329,5.184
5330,1.25136
5331,0.93835
5332,0.81809
5333,1.165
5334,1.055
5335,0.9
5336,1.59367
5337,0.9
5338,0.8385
5339,1.112
5340,0.53505
5341,1.6992
5342,0.68493
5343,2.304
5344,0.13041
5345,0.37674
5346,1.296
5347,0.768
5348,0.768
5349,1.96608
5350,0.5436
5351,1.05
5352,1.405
5353,1.445
5354,1.44
5355,0.47
5356,0.5408
5357,1.07468
5358,1.405
5359,1.82634
5360,1.05
5361,0.6499
5362,0.9245
5363,0.4862
5364,0.45815
5365,1.2
5366,0.768
5367,0.13041
5368,1.0
5369,2.81212
5370,0.711
5371,1.7628
5372,1.175
5373,1.42
5374,1.875
5375,1.875
5376,0.47073
5377,0.768
5378,0.43575
5379,0.6
5380,1.125
5381,0.9
5382,0.507
5383,1.60457
5384,1.124
5385,2.0055
5386,2.022
5387,1.296
5388,1.2
5389,0.501
5390,0.668
5391,1.032
5392,1.2
5393,1.728
5394,1.296
5395,0.688
5396,0.6725
5397,0.5236
5398,1.2
5399,0.8512
5400,0.686
5401,1.83
5402,0.846
5403,1.5
5404,0.9
5405,1.75392
5406,0.99528
5407,1.2395
5408,0.302
5409,1.336
5410,0.53196
5411,0.13041
5412,1.1385
5413,1.083
5414,2.2528
5415,0.495
5416,1.1662
5417,0.88804
5418,1.23848
5419,0.768
5420,1.035
5421,1.296
5422,0.51
5423,1.536
5424,1.41
5425,3.77846
5426,1.1662
5427,1.083
5428,0.13041
5429,0.7648
5430,0.13041
5431,0.78732
5432,0.675
5433,0.44616
5434,3.47817
5435,0.13041
5436,0.13041
5437,1.36
5438,0.5
5439,0.576
5440,0.9954
5441,1.07584
5442,1.536
5443,0.75609
5444,1.6
5445,2.17462
5446,0.576
5447,0.9
5448,0.95404
5449,0.4
5450,0.51
5451,0.86483
5452,1.41
5453,0.768
5454,0.768
5455,1.42
5456,1.2042
5457,0.868
5458,0.73612
5459,1.39
5460,0.4214
5461,1.41
5462,2.90072
5463,0.392
5464,0.7264
5465,0.4075
5466,0.3675
5467,0.8608
5468,0.58644
5469,0.588
5470,1.875
5471,0.6895
5472,1.41
5473,1.375
5474,1.615
5475,0.62604
5476,3.91
5477,0.686
5478,1.735
5479,1.02
5480,0.4508
5481,0.516
5482,0.41236
5483,1.296
5484,1.161
5485,0.558
5486,0.564
5487,1.1808
5488,2.82326
5489,2.808
5490,2.808
5491,2.4779
5492,2.379
5493,0.5145
5494,0.55332
5495,2.2212
5496,0.13041
5497,1.21568
5498,1.26
5499,1.405
5500,1.25
5501,0.6
5502,1.28
5503,0.688
5504,1.28582
5505,2.022
5506,1.1427
5507,0.9728
5508,0.868
5509,0.4018
5510,0.226
5511,1.863
5512,1.4976
5513,1.207
5514,1.405
5515,0.97
5516,2.07336
5517,1.63
5518,1.175
5519,0.6042
5520,2.028
5521,2.51856
5522,0.3
5523,1.275
5524,0.56118
5525,1.25
5526,1.248
5527,1.04
5528,0.7272
5529,0.609
5530,0.8
5531,2.304
5532,0.686
5533,0.61685
5534,0.51
5535,0.9424
5536,0.49232
5537,1.2395
5538,0.72518
5539,0.72518
5540,0.507
5541,0.652
5542,0.892
5543,1.02
5544,3.1354
5545,2.204
5546,0.6335
5547,1.2474
5548,0.56545
5549,0.9
5550,2.90072
5551,1.005
5552,1.143
5553,1.34048
5554,1.1976
5555,1.375
5556,0.539
5557,1.296
5558,0.72772
5559,1.28104
5560,0.9205
5561,0.195
5562,0.9936
5563,3.84
5564,0.5984
5565,0.864
5566,1.44
5567,1.26825
5568,0.3626
5569,0.736
5570,1.134
5571,1.26
5572,1.5984
5573,0.9
5574,1.05375
5575,1.20204
5576,0.896
5577,2.922
5578,1.06032
5579,0.9
5580,0.768
5581,0.97464
5582,0.564
5583,0.71912
5584,1.035
5585,2.06425
5586,0.432
5587,0.70096
5588,1.41
5589,0.90738
5590,0.46768
5591,0.625
5592,1.28
5593,0.768
5594,1.405
5595,1.265
5596,1.639
5597,0.72518
5598,1.0496
5599,0.735
5600,0.6549
5601,0.70596
5602,0.576
5603,1.37724
5604,1.6
5605,0.678
5606,0.694
5607,0.8856
5608,1.41
5609,2.0
5610,1.2
5611,1.1385
5612,0.28217
5613,2.028
5614,1.895
5615,0.9
5616,0.9
5617,0.73676
5618,1.5847
5619,1.96608
5620,1.2848
5621,1.41
5622,1.78476
5623,1.3475
5624,0.72518
5625,0.88
5626,1.80432
5627,1.1925
5628,0.8932
5629,0.723
5630,0.9718
5631,1.6885
5632,0.55187
5633,1.88928
5634,0.84584
5635,0.6848
5636,0.82944
5637,0.60025
5638,0.66564
5639,1.24
5640,1.025
5641,1.24
5642,1.04
5643,1.3
5644,0.13041
5645,1.875
5646,1.675
5647,0.9
5648,1.25
5649,1.33732
5650,1.0
5651,0.63
5652,1.79646
5653,1.385
5654,1.795
5655,0.88
5656,1.2
5657,0.9
5658,0.47
5659,0.885
5660,2.14016
5661,0.7872
5662,0.256
5663,0.7839
5664,0.594
5665,0.55845
5666,1.2
5667,0.5632
5668,1.65354
5669,0.256
5670,1.375
5671,1.17
5672,0.6357
5673,0.9135
5674,0.90525
5675,0.8284
5676,0.45
5677,0.768
5678,1.405
5679,1.25
5680,0.13041
5681,1.68405
5682,1.161
5683,1.3
5684,1.96608
5685,0.7995
5686,1.25
5687,2.304
5688,0.625
5689,5.1728
5690,0.576
5691,1.675
5692,0.79875
5693,0.9576
5694,0.735
5695,0.67914
5696,1.065
5697,0.0434
5698,1.218
5699,0.13041
5700,0.5
5701,0.13041
5702,0.355
5703,0.768
5704,0.69542
5705,0.576
5706,3.9168
5707,0.80625
5708,0.576
5709,0.13041
5710,2.304
5711,2.737
5712,0.432
5713,1.7024
5714,1.405
5715,0.35
5716,0.9
5717,2.90472
5718,1.815
5719,2.4552
5720,1.055
5721,0.6
5722,1.296
5723,0.792
5724,1.1178
5725,1.51164
5726,1.728
5727,0.9
5728,0.3692
5729,0.576
5730,1.5165
5731,1.599
5732,0.992
5733,0.576
5734,0.4736
5735,0.9
5736,0.904
5737,0.50176
5738,1.4
5739,1.024
5740,1.0
5741,0.35
5742,0.52185
5743,0.62418
